0,1
Comments,leached sap with minor ferruginous chips
Comments,Leached siliceous ch
Major Desc,leached sin and altd hly shd altd bv.
Lith_Desc,leached sods
Lith_Desc,leached+some contam
Lith_Desc,"leached,static w.t.22m"
Comments,leached sulphides decrease
Comments,"leached, vuggy, crudfrom 80-87m have very poor recoveries, usually <5% with clay and water and large strongly magnetic ironstone pieces"
Description,Leached weathered fg granite
Description,Leached weathered fg mafic
Description,Leached weathered m.g.-c.g. granite
Description,Leached weathered mg granite
Comments,leached wh cly
Comments,leached white clay 
Comment_2,leached white clayey sap
Lith_Desc,leachewd
Comments,lean BIF
Comments,lean BIF almost fresh
Comments,"""lean BIF, goethitic"""
Comments,lean BIF only weakly magnetic
Comments,"""lean BIF, weakly magnetic"""
Comments,"""lean BIF , weak magnetic, siliceous"""
Comments,lean Bif with cherty chips
Comments,lean BIF with shaley seams
Comments,lean SIF with 90% 2-5mm cherty beds
Comments,lean SIF with abundant jasper and magnetic chips
Comments,"""Leaving """"Best BIF Zone"""""""
Comments,*Leaving Best BIF Zone* Banding returns to normal
Comments,"""""""Leaving Best BIF Zone"""", still strongly magnetic but cyclic banding strength increases"""
comments,ledss chlorite altered and foliated.
Comment,leisegang ringed v fg saprolite.
comments,lemon yellow clay
comments,lemon yellow clay with little qz veining
Desc11,LEN
Comments,length in black fibrous mins
Comment,"""lenticular to subrdd FSPH variably chl alt, jigsaw fit clasts"""
Comment,"""Leopard' like spotting, abundant quartz"""
Comment,LEOPARD SPOT DLT
Comment,"""LEOPARD SPOT"""" DOLERITE"""""""
Comment,"""Leopard spots"""" chlorite"""""""
Comment,"""LEOPARD SPOTTED ALTERATION, RARE VFG PY"""
Comment,"""leopard spot texture, abundant small leucoxene blebs"""
Comment,"""leopard spot texture, possible chilled margin at base"""
Comment,Leopard Spotting
Comment_2,less abdt sulphides than above
Comment,Less abundant qz
Lith_Desc,less alteration. If any limited potential
comments,Less altered but still no magnetite
Lith_Desc,less altered ch-hm-minor qz
Comment,Less altered fs - phyric dac.
Comments,less altered massive basalt
Comment,"""LESS ALTERED, PREDOMINATLY PY"""
Comments,LESS ALTERED THAN ABOVE
Comments,Less appealing ~0.1g/t
comments,less bi mica.
Comments,LESS BK FRAGS
Comments,LESS BK FRAGS BSLT
Comments,"""Less bleached, out of shear"""
Comments,less cherty;
Comments,less chips
Comments,Less clay
Comments,less clay and more qtz than before
Comments,Less clay coarse sub-rounded to angular quartz grains.  Alluvial intermittent flow from by-pass.
Comment,Less clayey
Comments,less clayey; better chips
Comments,Less clay pisolitic debris.
Comments,Less Cl+/_ Ep
Comments,"""less cl, increasing pervasive ep - bright pistaccio colour; high %-age of FeOx"""
Comment,"""Less clt altered pumice frags, si-rich clasts & vi qz more apparent"""
Comment,"""less CLT alt, honey coloured sphalerite"""
Comment,less clt more se than rhd above; coarser qz phenocrysts; mod-mild fol; clt-se fracture zone at base of interval
comments,less common chlorite blebs - paler green
Comments,"""less deformed than overlying black shale with unifrom thin laminations, diagenetic pyrite occuring as aggregates at lamination boundaries EOH."""
Comments,LESSER AMOUNTS OF MOO.
Comments,LESSER AMOUNTS OF SCF.
Comments,LESSER FRAGMENTS OF MOO
Comments,LESSER FRAGMENTS OF SCF
Comments,Lesserpale green ? Altn
Comments,lesser shales
Comments,LESS FABRIC  OLOVIOUS
Comments,less Fe
Comments,LESS FE IND
Comment,Less feldspars than overlying unit
Comments,Less feox
Comments,less Fe oxides foliation controlled weathering
Comments,less Fe oxides foliation original colours observed
Comments,Less ferrigenous than above
Lith_Desc,less fe than previous
Comment,less flecked qtz eye rhyodacite; v.f. pyrite veins / foliation parallel bands.
Comments,LESS FOL
Comment,less fol clt mottled; foln increasing again  to mod intense around 930m; ca alt and ca veined; abund fine pale leucoxene
Comments,LESS FOL HARDER
comments,less foliated.
Major Desc,"""less foliated and deformed version of the above felsic volcanic, cn spotty texture possy altn """
Major Desc,"""less foliated and deformed version of the above felsic volcanic, cn spotty texture possy altn."""
Lith_Desc,Less foliated here
Comments,less foliated Mafic
Comment,LESS FOLIATED THAN SC2
Comments,LESS FOL NOT TALKY
Comments,LESS FOL SPOTTY TEX
Comments,"""less fract, more competent core, rare q-se veins, some py-q(ep) veinlets"""
Comments,less fractured than above
Comments,less fx
Comments,less goethite than surrounding rocks contain
COMMENTS,LESS GREASY THAN ABOVE-WEATHERING OR LITHO BOUNDARY?
Comments,LESS HAEMATITE ALTN AND STRONGER LIMONITE ALTN.
Comment,"""less hardpan, more clay"""
Comments,LESS HM
Comments,LESS HM FOL TO SHD
Comments,less intense brecciation
Comment,Less intensely foliated and chloritic amygdaloidal QZPH (1-5mm) rhyodacite.  Abundant white/cream flecks parallel to weak foliation (Ca ex f'spar)
Comments,"""less intense stockworking, sulphides in fractures"""
Comments,"""Less jaspilitic, more massive appearance"""
Comment,"""Less leucocratic speckling, more siliceous"""
comments,"""Less magneite and not as dark black, plagiolcase more visible."""
Description,Less magnetic
Comments,less magnetite
Comments,less magnetite 
Lith_Desc,less mica
Comments,less- more regular veins
Lith_Desc,less nontronite
Comment,Less obviously pumiceous granule bx; more groundmass than above.
COMMENTS,"""less of mafic minerals and more of silicate suggest felsic volcanics, occationally interbedded and intruded by mafic minerals, coarse grained qtz are commonly seen at the fracture plane, sulphides are found at the fracture planes. @ 113m about 70 cm vein filled with qtz and less of mafic minerals @ 110.90, 110.10 m and dissiminated pyrites"""
COMMENTS,"""less of silica layers, pr of carbonate veins"""
Comment,"""LESS OVERPRINTING SI ALT, ABUNDANT TABULAR FELS PHENOS 1-3mm, SOME 2mm QZ"""
Comments,LESS OX
Comments,Less oxidised & ferr's
comments,less oxidised section
Comments,LESS OXIDIZED
Comments,Less phenocyrsts than Felsic above
Comments,"less pisolites, trace clay"
Comments,Less Py panned
Comment,LESS QE THAN PREV
Comments,less qtz
Comment,"""Less qtz, may have different styles of clasts"""
Comment,"""LESS QTZ, MORE FELDSPAR"""
Comments,Less quartz veined Sif weakly magnetic
Comments,"""Less Qz, ? Stockwork zone"""
Comments,less schistose
Comments,less sediment than above - increased BIF
Comments,less sediment than above ; increased BIF
comments,less sericite altered
Comment,less se/si
Comments,LESS SHD
Comments,"LESS SHEARED ZONE WITH CARBONATE FLOODING PERVASIVE SOME BLEBBY AND VEIN ASSOCIATED SULPHIDES, PYRRHOTITE, PYRITE AND BORNITE"
Drill_Log_Description,"""less silcrete, fe-oxide"""
Comments,less silica
COMMENTS,less silica layer and more of mafic layers
Comment,Less siliceous cherty material
Comments,less siliceous - more concentrated amphibole + biotite
Comment,"""Less siliceous to weakly siliceous, chloritic slst/sdst with minor pyrite bands, trace po/sph; sandstones toward base with dissem fine pyrite."""
Comments,less silicified basalt
COMMENTS,Less silicified more amphibole
Comments,less silicified shale
Comment,"""Less Si-rich clasts but increasing downhole, f'spar phenocrysts abound"""
Comment,"""Less strongly sericitic altered, locally relatively unaltered fsdac; well preserved fs visible locally. Intensely sericitic at base above a 100m thick ca vein."""
Comment,"""Less sulphide, broken core @ 426m, Quartz vein @ 425m"""
Comment_2,less sulphides
Comment,Less sulphides towards the bottom of intersection.
Comments,LESS SULPH STR FOL SHD SOFY
Comments,less talc
comments,Less talc than 112-126 however dolerite dykes are cross cutting with various thickness-hard to identify
comments,less weathered
Comments,Less weathered clay saprolite: better RQD
Comment,less weathered eqivalent of above
Comment,"""Less weathered, foliated bx/dacite; some clasts silicified."""
Comments,"""Less weathered (GY) saprock/saprolite dominant, subordinate intervals of weathered saprolite present and Aan"""
Comments,Less weathered length
Comments,Less weathered saprock/saprolite
Comments,"""Less weathered saprolite, original colour/tone first preserved"""
Comments,"""Less weathered saprolite, otherwise as 23.80-42.60m"""
Comments,"""Less weathered saprolite than 19-40m but still heavily weathered, minor moderately weathered intervals present"""
Comments,less weathered sedimentary package with increased vein quartz
Comments,less weathered than above
Comment,LESS WEATHERED THAN ABOVE
Comments,Less weathered than above highly weathered contact
Comment,"""Less weathered with depth, still mod to strongly foliated; broken, sheared core at base in contact with dolerite; up to 0.5m core loss here - Contact at dolerite below could be approx 10 - 15 degrees to core axis."""
Comment,LESS WEATHERING REVEALS FELDSPARS
LITH COMMENT,less weathering than 41-44
Comments,Leuccocratic gabbro
Comments,Leuccogabbro
Description,Leucocratic
Description,"""Leucocratic, c/g weak dissem. MT in GU-dominant, poor coarsely banded Aci_D"""
Description,"""Leucocratic (CH-rich), moderate/strongly magnetic"""
Comment,Leucocratic component of FTO increases
Comments,"""Leucocratic felsic volcanic/sediment, logged as """"Grey Schist"""" in 2008 drill program, subordinate Ach bands"""
Comments,Leucocratic f.v. schist dominant
Comments,"""Leucocratic Fwfelsic volcanic/tuffite (typical Fw gangue unit), Fw contact= ~282.4m"""
Description,"""Leucocratic, GU-dominant, c/g mod.-str. mag., poor banding"""
Description,"""Leucocratic, GU-rich"""
Comments,Leucocratic GY QT-FD felsic volcanic/tuff/schist? dominant
Comments,"""Leucocratic (*NEW*) felsic volcanic unit, characterised by <mm-scale GYL laminations/vugs within WH f/g host"""
Description,"""Leucocratic, non-magnetic"""
Description,"""Leucocratic, similar to 40.98-42.54m but high CH%, contains CH-dominant intervals"""
Comments,leucogabbro
Comment,LEUCOGABBRO. EOH-26M.
Comment,leucogranite
Description/Notes,Leucogranite as before
Comment,leuco-granite or qz-feld porphyry minor biotite and clorite
Description/Notes,Leucogranite      Quartz-Plag-K-Feld-Biotite
Comment,leucogranite qz-feld-mu poss argillic alteration
Comments,"""leucogranite, wkly sericitic, lgnwh qtz-fld-ser, clr-milky qtz"""
Comment,leucoxene
COMMENTS,leucoxene alt
Comment,Leucoxene rich
Comment,Leucoxene-rich
Comment,"""Leucoxene-rich, clt altered g'mass"""
Comment,"""Leucoxene-rich, small shear with ca fill @ 272.6m"""
Comment,"""Leucoxene-rich, spotty texture from 620m, qz-ca filled shear @ 635.8m"""
Comments,"""Leucoxenes present, low meta si?"""
Comment,LEUCOXENE TO 1MM
Comment,Leucoxens resemble fine sphalerite
Description,"""Leuocratic, GU-dominant, CH-poor, mod. mag. with minor str. intervals, good RQD"""
COMMENTS,LEVEL OF CH ALT UNCERTAIN FOR THIS AND ABOVE INTERVAL - EOH
Lith_Desc,Lf
Lith_Desc,Lf 14-16m but no rounded clasts.
Lith_Desc,Lf Clayey
Lith_Desc,"Lf,clay & ye sacharoidal qz"
Lith_Desc,Lf+cl.layers
Lith_Desc,Lff
Lith_Desc,Lff contam?
Lith_Desc,Lff= contaminat
Lith_Desc,"Lff.layers,pal.cl.layers"
Lith_Desc,Lff+Lc.layers
Lith_Desc,"Lff,Lfp"
Lith_Desc,"Lff,Lfp,+wh,br.cl from 9m"
Lith_Desc,Lff&pal.cl layers
Lith_Desc,Lff & ye clay
Lith_Desc,"Lf layers,+pal.cl"
Lith_Desc,"Lf,Lff"
Lith_Desc,"Lf,Lfp"
COMMENTS,Lfn contam
Lith_Desc,Lf +pal.cl
Lith_Desc,Lf.+pal.cl
Lith_Desc,Lfp contam
Lith_Desc,Lfp contam?
Lith_Desc,Lfp pisoliths in ka matrix
Comment,L G AND GG CLAY INTERMIXED
Comment,LGE BLT CLASTS
Comments,LGE GRND WATER AIR LIFT
Comments,lge si chips in clay diff drilling
COMMENTS,lg immature fs xtls
Comments,"""LG lode, minor Cp, trace Po and Py"""
Comment,"""l gn, bn col ssh-m/m."""
Comments,lgnbr clay.  Saprolite.  DRY.
Comments,lgnbr clay.  Saprolite.  MOIST.
Comments,lgnbr clay.  Saprolite.  MOIST.  Water in hole after reeming out upper part of hole.
Comments,lgnbr clay with lgn clasts of clay (mafic derived).  Saprolite.  Very MOIST.
Comments,lgn clay.  Saprolite.  DRY.
Comment,l gn col clays.
Comment,"""L GN, C TO R COL, CLM/CCY."""
Comment,"""l gn fgn, cum ukv"""
Comment,"""l gn , fgn, mas fv."""
Comment,"""l gn, fgn, non-fol,  ctp with fv at 68m."""
Comment,"""l gn fgn schistose[fgn]  chloritic, fom."""
Lith_Desc,Lgngy indurated clay chips
Comment,L GN/KH RSP CLAYS.
Comments,lgn-lgy qtz-chl?-py rock?
Comments,"""lgnlgy qtz-plag (gn)-ser rock fol i/p) with tr sche i/p, tr po and py, milky qtz"""
Comment,"""lgn, l pl & c ssh"""
Comments,"lgn, l pl & c ssh"
Comment,"""L GN, MGN, CUM TEXT, GN CLAYS AFTER OL, FOW."""
Comment,"""l gn, oc and pl col ssm."""
Comment,lgn/oc col clays.
Comment,"""l gn/pl meta-ssh/ssl, lam, fis."""
Comment,"""LGN RLC, RLP OC/BN COL. GW FROM 17M, A LOT OF WASH. RLP ONLY 5M WIDE"""
Comment,"""l gn,r,pl col ssh/meta ssh."""
Comment,L GN RSP CLAY.
Comment,L GN RSP CLAYS.
Comment,L GN SAPROLITIC CLAYS.
Comment,l gn ssh.   Similar to lith. and contacts as seen in mj1217.
Comment,l gn swelling clays.
Comment,l gn to bn col rlc.
Comment,l gn to c col mas looking qz. Not a fv.
Comment,L GN TO C COL RLC.
Comment,"""lgn to d gn, fos mgn, ol, hbl, major comp."""
Comment,"lgn to d gn, fos mgn, ol, hbl, major comp."
Comment,L GN TO GY COL SSL/SSH.
Comment,l gn toi oc/bn   pis & clay.
Comment,"""l gn to kh, fgn, phyllitic meta-mv"""
Comment,"l gn to kh, fgn, phyllitic meta-mv"
Comments,l gn to l pl fgn  ssh
Comment,l gn to l r col clays.
Comments,l gn to l r ssl fom
Comment,"""L GN TO M GN COLL, FGN, FOW, POSS. UC"""
Comment,"""LGN TO M GN COL, RSR, CH S, FOS, SIMILAR TO LAST 3 HOLES."""
Comment,"""L GN TO M GN COL US, ASPESTOS FROM 40-43."""
Comment,l gn to m oc col clays.
Comment,l gn to oc col clay.
Comment,l gn to oc col clays.
Comment,L GN TO OC COL CLAYS.
Comment,"""l gn to oc col clays. rsp, l gn, fgn fon, phylitic text. tmph-ssl."""
Comment,L GN TO OC COL RLC.
Comment,"""l gn to oc col rsp/rlc, fgn sch, chloritic, meta-mv/mcs."""
Comment,l gn to oc col rsp/ssh.
Comment,l gn to oc/pl clays.
Comment,"""L GN TO PL COL, FOS, FGN RSR-SSM-SSH/TMPH."""
Comment,l gn to pl col ssh.
Comment,l gn to pl col ssh/ssm.
Comment,l gn to pl ssh.
Comment,l gn to r clays.
Comment,l gn to r col clays.
Comment,lgn to r col clays.
Comment,L GN TO R COL CLAYS.
Comment,L GN TO R COL RLC.
Comment,"""L GN TO R COL, RSP CLAYS."""
Comment,L GN TO R COL RSP CLAYS.
Comment,l gn to r col ssh.
Comment,l gn to red mo clays.
Comment,L GN TO R MO CLAYS.
Comment,l gn to r mo clays and gn scl.
Comment,l gn to r mottled clays.
Comments,lgn/torquise mineral talc?
Comments,"""lgnwh qtz-fld-ser, fol seriticised leucogranite"""
Comments,lgnwh qtz-fs-ser seriticised leucogranite with milky-clr qtz vn
Comments,lgnye sercitic porphyry similar mixy
comments,"lg QV @ 663m, 67.1m"
Comment,LGR  ALTN/Q VN WITH ASSOC. PY
Comment,"""L GR ALTN/SL OVERPRINT, PY ASSOC. WITH QZ VN."""
Comment,"""LGR cg CLT FSPH dacite, euhedral feldspar <6mm CLT in part, weak CLt of groundmass"""
Comment,"""LGR cg CLT FSPH dacite, euhedral feldspar <7mm increasingly ghosted"""" down hole, weak CLT of groundmass, patchy SI of groundmass, decreasing goethite on fractures with depth, vuggy in part due to weathering?"""""""
Comment,"""LGR cg CLT FSPH dacite, weak pervasive CLT of matrix, euhedral WH-GYYE feldspar <9mm, rare sub rounded quartz <3mm, decreasing goethite and hematite stain on fractures, 81.6-81.8m silica altered halo to quartz carbonate vein, 98m 3cm intense shear zone"""
Comment,"""LGR cg CLT SI volcanic breccia, clast supported in  part, clasts <25mm elongate // weak fol, common sub rounded quartz <1.5mm in SDST bands, wispy CLT in VBX pervasive throughout, 10cm rhyolite at contact with RHD"""
Comment,"""LGR cg FSPH dacite breccia to hyaloclastite, bx clasts in sandy FSPH matrix, wisp CLT in g'mass defines fol anastomosing around elongate clasts in matrix, C-S fabric suggests east block down"""
Comment,"""LGR cg FSPH dacite breccia to hyaloclastite, clast supported, clasts<40mm, wispy CLT in g'mass defines weak fol, euhedral feld <5mm"""
Comment,"""LGR cg FSPH dacite breccia to hyaloclastite, monomictic clasts of FSPH dacite subrounded in part <80mm, decreasing pervasive CLT, wispy CLT forms in both clasts and matrix, finer feld than previous <4mm, 8mm feld in larger clasts"""
Comment,"""Lgr clasts occ above sml dolerite intrusions, semi clast supported. After intrusion clast size is variable and gen mtxs. Weakly sheared + FOS zone occurs at 467 to 468.2m pheno's are ghosted."""
comments,L GREEN AND pink FAO
Comments,L. green-grey
Comments,l green schistose ultramafic
Comments,l green shistose ultramafic
Comments,L. grey to olive grey
Comment,"""LGR fg SI laminated siltstone, soft sed slumping disrupts bedding, folded lam in part, pervasive SI of finer bands, CLT of less common coarser bands"""
Comment,"""LGR f-mg massive dolerite with chilled margin uphole with VDAC sheared downhole, pervasive weak CLT, weak goethite on fractures"""
Comment,"""LGR f-mg massive FSPH dacite with chilled margins? Intruded by cg dacite, Rare angular clasts <40mm, feld <3mm"""
Comment,"""LGRGY at contacts, looks silicified. Grades to clastic"""
Comment,"""LGR-GYGR f-mg laminated - banded siltstone - sandstone, ripple marks? Preserved in part (youngs up hole), pervasive SI at start obscures banding elsewhere alternating CLT & SI bands (coarce and fine respectively), scouring at top of interval"""
Comment,"""LGR m-cg massive FSPH dacite, euhedral feldspar<8mm some zoning evident, rare sub rounded quartz <3mm, CLT of matrix and WI in part forms lathe"""" shapes"""""""
Comment,LGRYE mg massive - weakly foliated rhyolite (?) gradational upper contact but sharp lower contact
Comments,lgy clay 70% (plasticine); rock fragments 30%.  WEAK MOIST
Comments,lgy clay (plasticine;smectitic) 100%.  MOIST
Comments,lgy clay (plasticine;smectitic) 100%.  VERY  MOIST
Comments,lgy clay (trace lbr) 95%; 5% sand size ??.  Less plasticine like.  Upper Saprolite.  MOIST
Comments,lgy clay (trace lbr)  99% (plasticine;smectitic).  MOIST
Comments,lgy clay (trace lbr and rd) 99% (plasticine;smectitic) .  MOIST
Comments,lgy clay (trace lbr) (plasticine;smectitic) 100%.  MOIST
Comment,"""LGY fg SI bx - banded SLST overprinted by intense pervasive SI obscures fabric, CLT and dissem blebs  sphal in g'mass"""
Comment,"""LGY fg SI massive-banded SLST (CHRT?), intense pervasive SI, stringer to banded pyr, stringer sphal becomes less common down hole, 1140.6-1141.5m wispy CLT defines fol +/- C-S fabric"""
Comment,Lgy fg weakly flow banded pheno poor rhy lense.
Comment,LGY f-mg flow banded - massive rhyolite slightly irregular contact with dolerite
Comment,"""L GY GN COL, FGN, MAS APP. MKB,MV."""
Comment,L GY/GN COL RLC. GW AT 29M.
Comments,"""lgy-lgn qtz-bio-py, 1-2%  po and py, hybrid rock? """
Comments,lgy plasticine (like) clay 70% Very Moist sqeeze water out; rdbr clay (DRY and friable) 30%;  tr GYPSUM.  MOIST
Comment,LGY QTZ SER SCH+QTZ-PY VN
Comments,"""LGY, R, C"""
COMMENTS,"""LGY,R,LG,DY,BG"""
Comment,"""l gy sbs, l gn ssh."""
Comment,L Gy Se fol Dac
Comment,l gy ssh
Comment,l gy to bl sbs/ssh transitional contact.
Comment,"""L GY TO GN, PL COL SSM INTBD WITH SCI C COL."""
Comment,"""lgy to kh col rsp/rsr, fgn, mas, mkb"""
Comments,l gy to l pl ssl
Comment_2,L GY/W CLAY + MINOR SAP/SSH.
Comments,"""lgy-wh qtz-plag-bio, tr blebby py"""
Comment,"""LGYYE fg flow banded - fractured FSPH rhyolite, feld<2mm"""
Desc13,li
Lith_Desc,Li
Desc11,LI
Lith_Desc,li     20% contam
Lith_Desc,li     5% contam
Comments,LI AFTER PY
Lith_Desc,li aqua blue clay
Lith_Desc,li boxworks
Lith_Desc,li boxworks in Qz stringers
Lith_Desc,li boxworks in Qz veining
Lith_Desc,li chips
Comments,LI clay matrix supporting CH fragments
Lith_Desc,Li clays sil. mod Ka
Lith_Desc,li cl w/ minor mg ch. Mgo on z
Lith_Desc,li coated 2-10mm pisos
Comments,LI-coated felsic volcanic unit starts
Lith_Desc,li coated pisos
Lith_Desc,li coating
Lith_Desc,li coating 9m down
Lith_Desc,li coating ABD bit snapped
Lith_Desc,li coatings
Lith_Desc,li coatings on loose pisos
Lith_Desc,li coatings on nodular fe frag
Lith_Desc,li coatings on pisos
Lith_Desc,"li coating,uncon,wet W.I.small"
Comments,LI CUBIC PITS OF INFILL EXPY
Lith_Desc,Li cutan
Lith_Desc,Li cutins
Comments,LI-CY rich friable unit (weathered ferruginous felsic volcanic)
Comments,LI-CY rich interval (weathered tuff?)
Comments,"""LI-dominant friable interval (fault gouge or weathered felsic volcanic?), thin �biscuity� appearance"""
Comments,"""LI-dominant, GO-rich Afu saprolite (too high Si% for good XRF results)"""
Comments,"""LI-dominant weathered f.v.(original rock texture preserved), gradual transition to LI-poor saprolite"""
Lith_Desc,li enrich
Lith_Desc,li enriched
Lith_Desc,li enriched clay
Lith_Desc,li enriched+fe bands
Lith_Desc,"li enriched,predom cl"
Lith_Desc,li enriched predom clay
Lith_Desc,"li enriched,predom clay"
Lith_Desc,"li enriched,Q stringers"
Lith_Desc,li enriched+Q stringers
Lith_Desc,"li enriched,Q stringers+li"
Lith_Desc,"li enriched+Q stringers,wet39m"
Lith_Desc,li enriched+Qveining
Lith_Desc,li enriched se clay
Lith_Desc,"li enriched,static w.t.23m"
Lith_Desc,li enriched wet 41m
Lith_Desc,"li enrich,fe bands"
Lith_Desc,li enrichment
Lith_Desc,"li enrich,predom clay"
Lith_Desc,LIESEGANG BANDING
Lith_Desc,Li=Fe
Lith_Desc,"li+febands,Q stringers"
Lith_Desc,li ferrug frags
Lith_Desc,li   fine si bands + li
Comments,ligh colored; fine grained; finely schistose mafic or para amphibolite
Comments,Light
Comments,light apple green clays
Comment,"""light apple green clays, EOH."""
Comments,"light apple green clays, EOH."
Comment,"""light apple green clays, poss mafic parent, EOH."""
Comments,"light apple green clays, poss mafic parent, EOH."
Comment,"""light apple green clays present, slightly greasy feel, mafic parent?, EOH"""
Comments,"light apple green clays present, slightly greasy feel, mafic parent?, EOH"
Comment,"""light apple green clays, prob mafic parent, EOH."""
Comments,"light apple green clays, prob mafic parent, EOH."
Comment,"""light apple green clays, very greasy feel, hi-mg mafic/U'mafic parent? EOH."""
Comments,"light apple green clays, very greasy feel, hi-mg mafic/U'mafic parent? EOH."
Comment,"""light apple green clays, weak-mod silicified"""
Comments,"light apple green clays, weak-mod silicified"
Comment_2,light beige
Comments,light bluish grey
Comments,Light bn cly with chert frags
Major Desc,"""light bn to light ywh bn, cg, q - f - musc - bt pegamtite."""
Major Desc,"""light bn to medium light ywh bn, sy weathered, very soft, lower sap with cy - goe - hm."""
Comments,light bown; moderatelly weathered med grain granitic rock (silica; feldspars; amphibole and biotite)
Comment,"""Light brown - brown grey mas - mod fol sdst; perv wk lim stain stronger on fract +/- hem stain, clay weathered I/p, vuggy I/p after carb vn; scattered clt alt spots < 15mm."""
Comments,Light brown chert.
Comments,light brown; chips with clear granitic texture instead of loose silica grains in clay
comments,light brown clay only
Comments,light brown clays
Comments,light brown clays. 54m damp
Comments,light brown claysaprolite
Comments,"""light brown clays, coreloss common, rarely any intact core"""
Comments,light brown clays with silica; feldspars and dark grains
Comments,light brown clays with some pisoliths
COMMENTS,Light brown clays with very fine grained GL
Comments,light brown clay with common ironstone fragments
Comments,light brown clay with few gritty chips
Comments,light brown clay with layers of red clay (1-5 mm) and orange-brown clay_sand grains common
Comments,light brown clay with no chips
comments,light brown clay with qz tm veining
comments,light brown clay with soft chips
comments,light brown clay with some qz grains
Comments,Light brown coloured sandy alluvium
Comments,Light brown ferricreted poorly sorted sand
Comments,Light brown ferruginous cemented sand.
Comments,Light Brown Fibrous Silcate
Comments,light brown green shale
Comments,light brown;green; small angular chips (no silica) (mafic/ultramafic?)
Comments,Light brown/green streak
Comments,light brown grey clays
Comments,light brown. Hard porcellaneous
Comments,Light brown/khaki Tertiary sands +/- gravel - moist
Comments,Light brown mineral - carbonate?
Comments, light brown; non;plastic clays
Comments,light brown plastic clays with round Fe;rich chips
Comments,light brown plastic clays with some large sub;rounded ironstones
Comments,light;brown; plastic clays with trace of silica grains; angular black chips and rounded red grains (garnet?)
Comments,light brown powdery clay
Comments,"""light brown pure clay with pearly lustre, becoming darker brown with depth"""
Comments,"light brown pure clay with pearly lustre, becoming darker brown with depth"
Comment,"""light brown red - light brown yellow fol FSPH dacite; BRGR feld<8mm chl alt elong // fol; broken I/p mod clay alt throughout, patchy hem stain & perv lim stain stronger on frc"""
Comments,light brown sandy clay
Comments,light brown sandy clay  
Comments,light brown sandy clay with small rounded ironstone nodules and rare 5 mm quartz fragments
Comments,light brown ; semiplastic clays
Comments,light brown semi;plastic clays
Comments,light brown ; semi;plastic clays with loose angular silica grains and trace of dark grains
Comments,light brown ; semi;plastic clays with loose angular silica grains and trace of dark grains. DAMP
Comments,light brown; semi;plastic clays with trace of silica and Fe;rich grains
Lith_Desc,Light brown silicified siltstone?
Comments,light brown silty clay with increasing harder fragments of saprock schist
Comments,"""light-brown silty clay with pearly lustre, with rare saprock fragments (weathered schist)"""
Comments,"light-brown silty clay with pearly lustre, with rare saprock fragments (weathered schist)"
Comments,light brown to grey
Comments,Light brown to pale yellow
Comments,light brown to rusty mafic clay no chips
Comments,light brown to yellow brown highly weathered distal sediments with some gritty sandstone beds
Lith_Desc,light brown vfg schistose
Comment_2,LIGHT BROWN/WHITE CLAY.
