0,1
Lith_Desc,"FG Sap, brown orange - pale grey, no original texture"
Comment_2,"""fg, schist"""
Comments,"fg, schist"
Comment_2,"""fg, schist, clayey"""
Comments,"fg, schist, clayey"
Comment_2,"""fg, schist, clayey, contaminated"""
Comments,"fg, schist, clayey, contaminated"
Comment_2,"""fg, schist contaminated"""
Comment_2,"""fg, schist, contaminated"""
Comments,"fg, schist contaminated"
Comments,"fg, schist, contaminated"
Comment_2,"""fg, schist, contaminated, talc?"""
Comments,"fg, schist, contaminated, talc?"
Comment_2,"""fg, schist, talc?"""
Comments,"fg, schist, talc?"
Comment,"""Fg, s clt alt. G'mass crystal size 0.5-0.6mm"""
Comment,"""Fg sdst grading into lam slst. Bottom 3m is sdst w/ rare qtz, and common ovid ca alt spots and mnr tn bedding. Grads int mod-str clt alt lam slst w/ py and t sp in bedding, py somewhat ds. Mnr si alt lam. Lam's locally def and fold."""
Lith_Desc,fg sed.
Major Desc,"""fg sediment domy q and f with cn ser altn, other stringer zones of po and py from 682 to 682.2m"""
Comment_2,fg serpentinite
Comment_2,"""fg sheared, Fe-stained, m-ep-t"""
Comments,"fg sheared, Fe-stained, m-ep-t"
Comment_2,"""fg sheared, Fe-stained, m-ep-talc"""
Comment_2,"""fg sheared, Fe-stained, m-ep, talc?"""
Comments,"fg sheared, Fe-stained, m-ep-talc"
Comments,"fg sheared, Fe-stained, m-ep, talc?"
Comment_2,"""fg sheared, Fe-stained, m-ep-t,q-cb-ep vns"""
Comments,"fg sheared, Fe-stained, m-ep-t,q-cb-ep vns"
Description,f/g sheared slightly ppyblastic Aan/Aod/pyroxenite?  0.5-1mm
Comment,fg Si alt rhyolite; patchy perv Clt/Se alt defines flow banding; intense Si selv on rare qtz chl vn; 1390.1-1390.6 cg mod fol FSPH QZPH dacite; irregular-ragged contacts with dacite
Comment,FG SIL DAC WITH LARGE WH FELS
Comment,"""FG, siliceous basalt"""
Comment,"""FG, siliceous basalt, v. minor qtz veinign"""
Comment,FG Siliceous basalt with elatively minor SIEP veining
Comment,FG Siliceous basalt w. minor Qtz veinign
Comments,Fg silicified basalt
Comments,Fg silicified basalt; minor q/cl veining
Comment,"""FG SIL QTZ & FELS PHYRIC DAC, FELS FLATTENED"""
Comments,fg siltstone very weathered and bleached cream
Comment,Fg silty qtz poor sdst mod fol.
Comment,fg Si/Se alt rhyolite with flow bands
Comment,fg Si/Se rhyolite; patchy Clt defines flow banding; intense Si selv on qtz chl carb vn; 1382.8-1383.1 cg mod fol FSPH QZPH dacite
Comment,FG SI - SE rich strongly fol to weakly lam silty SDST. Small broken zone at base w strong CHL - QTZ filling.
Comment,"""Fg slst w/ minor laminations in first 1m, remainder massive slst. Some minor bnd sph + py mineralisation assoc w/ lam in first 1m, rest of unit is strongly veined w/ remobilised? sph at vein margins."""
Comments,Fg some Qz veins
Comments,Fg spinifex
Major Desc,fg sptc metabasalt.
Description,"""f/g str. fol. GYL, CL-SE-QT-BI +/- GA schist"""
Description,"""f/g, str. Mag. in str. lam. Aci_D"""
Comment_2,"""fg, strong foliation"""
Comments,"fg, strong foliation"
Comment_2,"""fg strong foli chlor asbestos,wkly talcose? blch"""
Comments,"fg strong foli chlor asbestos,wkly talcose? blch"
Comment,Fg strong fol rhy.
Comment,"""Fg, strongly chloritic slst w/common lams, some si-alt'd. Mnd local def+folding of lams."""
Comments,fg strongly foliated
Comment,Fg strongly fol to weakly lam sandy slst w rare py - ccp - po - sp st + vns and clt altn. Spo mgt - clt altn in some bands.
Comment,fg strongly lam siltst w rare sandy lenses banded sil / se altn w dis py throughout soft sed deformation towards base.
Major Desc,"""fg, syf metabasalt. bdd appearance from attg bt and ch altd z^."""
Major Desc,fg sy fol bv domy px f and mn ser (w tr fu?)
Major Desc,fg sy fol bv very wy weathered 
Major Desc,"""fg, syf serc felsic rk w cn boudinaged and ptygmatically fdd q sd vn^. sph the dominant sd w py, po and rare cp and galena."""
Comments,"""fg, sy magnetic (magnetite)"""
Comments,"fg, sy magnetic (magnetite)"
Comments,fg talcose?
Comments,fg talcose chloritic
Comments,fg talcose foliated
Comments,"fg, talcose, foliated, opaque mineral? chloritic"
Comment_2,fg talcose mica carbonate veins
Comments,fg talcose q-sul veins carbonate
Comment_2,"""fg talcose, serpentinite?"""
Comments,"fg talcose, serpentinite?"
Comment_2,fg talcose? serpentinite? clayey
Comment,"""FG thinly bedded zones, mod foliation in some areas defined by wispy Se alteration, broken brecciated fault zone"""
Comment,fg thin-med bedded slst. Minor patchy Si altn at top
Comment,Fg to cg ( graded?) pum sdst w weak wi clt-se altn tr sec euhedral py.
Major Desc,fg to lly mg variably bt altered amphibolite after tholeiitic basalt. mn patchy bt altn.
Major Desc,fg to lly mg variably bt altered amphibolite after tholeiitic basalt. mn zones of rare dss py. 205-206m thin phy dy
Major Desc,fg to lly mg variably my to lly sy bt altered amphibolite after tholeiitic basalt. 
Major Desc,fg to lly mg variably wy to lly sy bt altered amphibolite after tholeiitic basalt. 
Comments,Fg to massive MVB
Comment,Fg to mg amy + pheno poor dac
Comment,"""fg to mg feldspar phyric dacite w chlorite altered feldspars, weak pervasive ser / sil alteration very rare pyrite replacement of feldspars mod fol near base"""
Comment,"""Fg to mg intrus dlt, sharp lower cntct wt dac, upp cntct fract by flt.Strong pa clt & se alt, intnse se alt selv to some qz/carb veining. Small dlt intrus near base of major dlt (348.45-348.58&350.78-351.1m) occas speck of py near base of unit"""
Comment,Fg to mg lam chl - si altd sandy silst w py - sp - ga stringers chl altn in sandy lams.
Comment,Fg to mg lam to thinnly bedded sandy slst w banded chl - mgt zones rare ga - sp - py blebs in si - se altd bands.
Comment,FG to MG mas mag dolerite w carb vns throughout.
Comment,Fg to mg mas post min dlt w ca vns throughout.
Comment,"""Fg to mg massive equigran to weakly fsph amyg dac w per wk - mod clt altn and rare carb vns, amys si - carb filled. T spo py near base."""
Comment,Fg to Mg mas to weakly fol sdst w small (<5mm) ang clt shards.
Comment,Fg to mg mod fol dac.
Comment,Fg to Mg mod lam silst with BN SI SE altn W Py - Chalco -SI -SE rich lams
Comment,"""FG to MG pmce frags, bnds of spo Si/Ca alt with spots becom cg (to 20mm) dnhle, Py predom present as dissem to patchy min, rarely str, 982-982.4 finely dissem Sp, minor Py and rare CCP assoc with patchy Ca alt"""
Comment,Fg to Mg pum sdst / slsty w sec euhedral spotty py.
Comment,Fg to Mg sandy silt lense in GG4.
Comment,"""Fg to mg sandy to silty pumice breccia with lam py - Si - Ser rich bands ( probably upper GG2 ) spo to dis py assoc w Chl rich zones, which are poorly laminated and coarser grained."""
Comment,Fg to Mg sdst/slst w mod clt altn. Qtz-py-po vn's.
Comment,"""Fg to mg slst, grading into fg sdst. Gradational contact w/ next unit. Pat / spo si alt gives pseudo bx txt in small patches."""
Comment,Fg to mg thinnly bedded to thickly lam silty sandst w wi clt altd bands.
Comment,FG to MG weakly foliateed DAC with some zones of stretched SI-alt zones/clasts
Comment,Fg to mg weakly lam to thinnly bedded sandy silst w per m clt altn.
Comment,Fg to mg weakly lam to thinnly bedded sandy slst w per mod clt altn and bn mod si altn.
Comment,Fg to Mmg equigran sdst.
Comment,"""fg top, large qtz eyes, auto bx-lava"""
Comment,Fg to vfg laminated siltstone with rare 1 to 2cm wide cherty grey bands with whispy diss sphalerite to 1% + 1% euhedral py + chalco in coarser lams (also rare). Rare galena rich lams with 2% euhedral galena.
Comment,FG to VFG lam Pyritic SLST.
Description,f/g trace MT in str. fol. QT-SE-BI altered SE-CL-GU schist
Comments,Fg tuff
Comment_2,fg ultramafic mica
Comments,fg ultramafic rock peridotite very soft very broken ta-ch rock
COMMENTS,Fg-Um ctact
Major Desc,"fg unfoliated late doleritic dyke. upper contact displays well defined chill margin."""
Major Desc,fg unfoliated late doleritic dyke. upper contact displays well defined chill margin. occasional my broken zones tt. lcon poorly defined and appears to grade into underlying basalt??? unit fines towards lcon.
Major Desc,fg unfoliated late doleritic dyke. upper contact displays well defined chill margin. Significant proportion of wall rock as myf fg mafic chc volcanic.
Comment,"""Fg, variably qz crystal-rich sdst"""
Major Desc,fg vbly altered myf mineralised tholeiitic metabasalt. 10-15% py and po tt dominantly as stringers. very wk bt and silica altn.
Comment,fg very chlorite rich saprolite clays possibly after laminated sdst or vfg volc.
Major Desc,fg very wyf tholeiitic metabasalt. very subtle zoned bt altn. trace dss py and mn po tt. occasional zones of very wk qc annealed microfracturing. 
Comment,"""Fg-vfg dac? Massive w/ poss v. strongly ghosted fsph txt, weak per clt alt w/ wi weak si alt."""
Major Desc,fg v wyf tholeiitic metabasalt almost pristine in places. occasional micro fractures often ch annnealed. only very rare dss py observed w only a couple of very restricted 1-2% su accumulations.
Major Desc,fg v wyf tholeiitic metabasalt. unit almost pristine in places. relaively cn qc microveinlets tt often quite irregular.
Comment_2,fg weak folaition
Comments,"""fg weak foliated am-ch-py  slightly diffn zone within dolerite with >am tt,3% py dissm  tt."""
Comment_2,"""fg, weak foliation"""
Comments,"fg, weak foliation"
Comment_2,"""fg, weak foliation, clayey"""
Comments,"fg, weak foliation, clayey"
Comment_2,fg weak foliation contaminated
Comment_2,"""fg,weak foliation,ferruginous"""
Comment_2,fg weak foliation ferruginous
Comments,"fg,weak foliation,ferruginous"
Comment_2,"""fg, weak foliation, Fe-stained"""
Comments,"fg, weak foliation, Fe-stained"
Comment_2,"""fg, weak foliation, Fe-stained,qtz-ep-m vns"""
Comments,"fg, weak foliation, Fe-stained,qtz-ep-m vns"
Comment_2,fg weak foliation graphitic fg sulphides
Comment_2,"""fg weak foliation, Iv/Mv + clay"""
Comments,"fg weak foliation, Iv/Mv + clay"
Comment_2,"""fg, weak foliation, q-cb veins"""
Comments,"fg, weak foliation, q-cb veins"
Comment_2,"""fg, weak foliation, talc"""
Comments,"fg, weak foliation, talc"
Comment_2,"""fg, weak foliation, talc, fg sulphides, magnetic"""
Comments,"fg, weak foliation, talc, fg sulphides, magnetic"
Comment_2,"""fg,weak foliation,talc,q-ep-cb-m-opaque?vns mag"""
Comments,"fg,weak foliation,talc,q-ep-cb-m-opaque?vns mag"
Comment_2,"""fg, weak foliation, talc, qtz-ep-cb-m-opaque?vns"""
Comments,"fg, weak foliation, talc, qtz-ep-cb-m-opaque?vns"
Comment_2,"""fg weakly foliated, graphitic, abundant fg sulph"""
Comments,"fg weakly foliated, graphitic, abundant fg sulph"
Comment_2,"""fg, weakly foliated, trace sulphides"""
Comments,"fg, weakly foliated, trace sulphides"
Comment,Fg weakly lam silst with weak patchy Si - Se altn stringer chalco with dis py throughout..
Comment,"""Fg weakly lam to finely bedded slst w rare ccp - py st and per m clt altn narrow mgt po - py band, sandy silts at base."""
Comments,fg weakly silicified rock sil veining.  Fine grained disem sulphides with minor aggregates and brx infill of sulphides
Comments,"""fg, weathered"""
Comments,fg weathered
Comments,fg weathered massive
Comments,fg weathered ?Silicified
Comments,"""Fg well crystallised basalt, abundant (c. 30%) high-lustre tm/ac(?); moderate cl alteration"""
Comment,Fg well lam si altd slst w rare sp - ga - py zones as dis and st patches.
Comments,"""F/g where sheared/foliated, BI-altered, strongly sheared at Fw contact"""
Description,"""f/g, wk. banded, BK Aan, CH boudins present"""
Comment,fg wk banded-mas Si alt SLST/SDST; wk Clt alt on fract; mnr sulph in vn or stringer sphal incr downhole
Major Desc,fg wy fol bv wy weathered 
Major Desc,fg wyf tholeiitic basalt. occ thin localised shears tt. 
Major Desc,fg wyf tholeiitic basalt. upper contact very abrupt and rather irregular.
Major Desc,fg wyf tholeiitic metabasalt. 0.5cm wide q vn. 
Major Desc,fg wyf tholeiitic metabasalt. mn su associated with lower contact of unit.
Major Desc,fg wyf tholeiitic metabasalt. occasional whispy qc veinlets w a few 0.5-1cm wide clear q veins. a couple of narrow textural variations within interval and looks volcanic??  
Major Desc,fg wyf tholeiitic metabasalt verging on pristine.
Major Desc,fg wyf unaltered tholeiitic metabasalt. rare dss py.
Major Desc,"""fg wy (occasionally massive) to lly myf metabasalt. rare py and pooccasionally ass w micro fractures. 3-5% relatively uniform q vng tt generally sub pll to fn. mn patchy bt altn vbly dev.
463-464m series of 2-3cm wide pll ladder q vns accounting for 20% """
Major Desc,"fg wy to lly myf metabasalt. occ ch annealed microfractures. rare fine q vng."""
Major Desc, fg wy to lly myf tholeiitic basalt. wy oxd at 349m due to mn shear zone. upper portion of unit appears to be somewhat transitional between tholeiitic and high mg basalts. 
Major Desc,fg wy to lly myf tholeiitic metabasalt. my dev whsipy fine q vng tt accounting for some 5-10% of rock by volume. 
Major Desc,fg wy to lly myf tholeiitic metabasalt. occasional rare to trace py. ocassional vbly dev very wk bt altn. occasional zones of relatively pristine basalt. mn pyrox rich bands tt likely after dyking or fractionation.
Major Desc,fg wy to lly myf tholeiitic metabasalt. vbly dev wk bt altn. trace to 1% py tt cny dss. 
Major Desc,fg wy to lly myf tholeiitic metabasalt. very subtle zoned v wk bt altn. cn small deformation zones defined by mg amp likely after pillows?? trace to lly 1% dss py w mn po. trace garnets observed. occasional less than 1cm wide q veins posy ladder veins.
Major Desc,fg wy to lly myf tholeiitic metabasalt. v wy vbly dev bt altn. rare to trace dss py tt. occ breaks tt.
Major Desc,fg wy to lly myf toleiitic metabasalt. vbly dev wk to lly moderate bt altn tt. 3-5% py po tt. 
Major Desc,"""fg, wy to myf mafic, after bv."""
Major Desc,fg wy to myf metabasalt w mn rounded q adll^.
Major Desc,"""fg, wy to myf meta-gk. wy sil. More hmgs than interflow sed abv."""
Major Desc,"""fg, wy to myf, my to sy bt altd metabasalt w posy mn sil interflow sed horizons."""
Major Desc,"""fg, wy to myf ptly bt altd metabasalt exhibiting llzd z^ of open to ti mesoscale fdg ."""
Major Desc,"""fg, wy to myf ptly bt and ch altd metabasalt."""
Major Desc,fg wy to myf tholeiitic basalt. Patchy wk bt altn tt. 1% dss py tt. 
Major Desc,"""fg, wy to my magc mc intv. chmr on lcon. Diffuse ucon. Sparse vng."""
Comments,"""fhard, siliceous"""
Desc12,FI
Comments,+/- FI
COMMENTS,FI ?
COMMENTS,FIBOROUS MINERAL
Comments,fibres collected for analysis
Comments,"""Fibres of ?chrysotile, trace py                   """
Comments,fibrous actinolite; core highly folded with micro faulting and some qtz veining; disseminated pyrite associated with qtz veining;10-20% interbedded black shales; local biotite;rare aegerine clot
Comments,Fibrous Am clear Qz
Comment,fibrous amphiboles present (poss anthophylite?)!!!!! EOH. Hi-mg maf/U'maf parent
Comment_2,fibrous asbestos
Comments,fibrous / goethitic
Comments,Fibrous material.
Comments,Fibrous Material.
Comments,fibrous minerals
Comments,FIBROUS QUARTZ - NOT ASBESTOS
PRIM_DESCP,FI/Ct
PRIM_DESCP,FI-cy
PRIM_DESCP,FI/If
Comment,"""FI in FTO, PY associated . FTO Inc. trace EP + CHT"""
Comment,"""FIINING UPWARDS, VEERY LARGE COBBLES AT BASE, BUFF FS-QZ FELSIC IN CS FS DGY FELSIC"""
comments,Fill
comments,Fill?
comments,Fill for stand down pad
PRIM_DESCP,FI/Mb
Comment,"""Final 400mm is mixture of rhyolite, dolerite and milky quartz vein"""
comments,"""final 4m of hole properly fresh, and slightly greener."""
Comments,Finally bedded Mt w/ tr Py? veinlets
Comment,fin dolerite; qtz card veined at base
Comment,Fine (0.5mm) acid insoluable carbonate spots
Comment,FINE (0.5mm) QTZ GRAINS IN DISCRETE LAMINATIONS
Comments,fine 1-2mm small shale chips
Comment,Fine (1mm) unaltered feldspar phenocrysts.
Lith_Desc,fine 2-4mm pisos
Lith_Desc,fine 2mm pisos
Lith_Desc,fine<2mm pisos in cl
Lith_Desc,"fine 2mm pisos,poor sam"
Comment,"""Fine (.5mm wide, 5mm long) needles of feldspar (?) at random angles, in clusters.  Si spots in last 3m"""
Comment_2,fine acicluar mafic
COMMENTS,fine alluvial quartz sands
COMMENTS,Fine alluvial quartz sands
Comments,fine amphibole (actinolite?); numerous veinlets fine sericite? Bedding uniform but locally folded; local calcite veins;sericitic films on fractures
Comments,Fine and Coarse mag intermixed with Felsic layers
Comments,Fine and Diss mag - note unit width is minor.
Lith_Desc,Fine aphanitic intrusive
Comments,Fine approx. 1mm amphibole needles
Comments,"""Fine-ash mafic-dominant tuff, *Last Magnetite*, Fw contact= ~178.15m"""
Lith_Desc,"fine banding si,li"
Comment_2,fine basalt
Comment_2,fine basaltic umf
Comments,fine basalt saprock
Comments,fine bedding with white chert interbeds
Lith_Desc,fine bi or sr mica
Comment_2,fine black featureless basalt? tholeiite?
Comment,FINE BLACK LAG
Comment,"""FINE BR DUST, NO SAMPLE"""
Comments,Fine brittle fractures/veinlets with carbonate/trace pyrite infill.
Comments,Fine brittle fractures/veinlets with carbonate/trace pyrite infill. 
Comments,Fine brittle fracture with carbonate/quartz infill.
Comments,Fine brittle fracture with carbonate/quartz infill. 
Comment,"""Fine brownish seams, small rounded qz"""
Comments,Fine calcite veinlets and quartz veins in basal felsics.
Comments,fine cemented green saproliteafter mafi?
Comments,fine cemented qtz saprolite
Comments,fine cemented saprolite
Comments,"""fine, cemented surface clays"""
Comments,fine chert with trace jasper
Comments,fine chips
Comments,fine chloritic clastic sediment
Comment_2,fine cl-amph-talc umf
Comment,Fine clastic qtz rich chlor - sericite sdst; local laminated slst / sdst; chlor / silica pebble bx at base.
Comments,FINE CLAY
Comments,"fine clay, sieves easily, not sticky"
Comments,FINE CLAY/SST
comments,"""Fine concordant quartz veining amongst laminae dark/buff grey showing late stage mineralisation. Some oxidation evident along vein boundarys, predominanly fresh rock. (Not surface oxidation)"""
comments,"""Fine concordant quartz veining amongst laminae dark/buff grey showing late stage mineralisation. Some oxidation evident along vein boundarys, predominanly fresh rock. (Not surface oxidation). Increased quartz veining."""
Comment,fine dacite (?could be mass slst?) with mod overall fol; brown Se in bands where fol is stringer; minor patchy wk clt; rare qtz <1.5mm
Comment,"""fine dacite; minor v fine qtz, massive; sharp contacts; qtz vein at top"""
COMMENTS,Fine dark green glauconitic sandstone
Comment,"""Fine dark grey dolerite, abundant irregular sharp QZ-CO3 gashes.  Very sharp basal contact."""
Comment,"""Fine, dark matrix hosting scattered prominent white, locally well preserved fs mostly with poorly defined outlines; some fs very well preserved."""
Comments,fine dark pyroxene mafic granulte
Comments,fine deep qtz sands
Description/Notes,Fine diseminated pyrite
Comments,fine disem sulphides
Comments,Fine disseminated moly in smoke qz veins. There is always weak SI alt throughout
Comments,Fine disseminated Py
Comments,fine disseminated Pyrite
Comments,fine disseminated Pyrite  .
Comments,FINE DISSEMINATED PYRITE (1%) IN Feldspar DOMINATED ROCK
Comments,FINE DISSEMINATED PYRITE (3%) IN Feldspar DOMINATED ROCK
Lith_Desc,Fine disseminated pyrite in
Lith_Desc,fine dissem py ABD v fresh
Comments,fine dissem py in bleached Fg basalt
Lith_Desc,fine dissem py+po?
Comment_2,fine dissem py throughout mafic
Comments,"""Fine & Diss mag <5mm, minor felsic (tuff) horizons."""
Comments,"""Fine & Diss mag - note unit width, minor."""
Comments,Fine diss Py
Comments,Fine diss Py Amph
Comments,fine diss pyrite
Comments,fine diss pyr occurring mainly on fractue faces; 20-30% aegerine bands
Comment,fine dlt; cs qtz vein (50mm) at base
Comment,fine dolerite
Comment,"""Fine dolerite as above, QZ-veined, with coarse CO3 at various angles to core axis."""
Comment,"""fine dolerite, chilled margin"""
Comment,"""Fine dolerite, chilled margins; fine disseminated magnetite well formed qtz - carbonate veining; qtz - carbonate veining along basal contact."""
Comment_2,fine dolerite saprock
Comments,"fine dolerite saprock, few fresh chips"
Comments,fine dolerite to gabbro
Comments,fine dolerite w/ carb vein
Comment,fine dolerite with cs qzca veining
Comments,fine doleritic basalt
Comments,fine doleritic mafic
Comment_2,fine dol/gab as per hole mw048
Lith_Desc,Fine dust little sandy. no texture
Lith_Desc,Fine dusty Py on fractures
Lith_Desc,"fine fe bands,predom indurated"
Comments,fine felsic saprolitic clays + gritty qtz
Lith_Desc,fine fe stains-laminae
Comments,fine flat chip
Comment,"""fine flow bnd silica-alt rhyolite. Chilled margins, qz/Ca/Clt veining"""
Comments,fine fragmental texture
Comment,Fine - fs rich dolerite; fs well preserved; mildly chlorite altered g'mass; chlorite / biotite spots.
Comments,fine gabbro or granophyric dolerite
Comments,fine gabbro phase
Comments,fine gn doli: visible to eye
COMMENTS,Fine graded weakly sheared saprolite
COMMENTS,Fine grain-dark coloured-silicified ultramafic
Comments,fine grained
Comments,"""Fine-grained (1mm) dolerite dyke, margins near parallel to bedding, no chilled margins """
comments,Fine grained adjacent to BIF
Comments,"""Fine-grained along margins, c/g in centre of unit, not sheared or altered"""
Comment,"""Fine grained altered dacite sandstone, variable bedding with successions of well bedded and massive sandstone alternating."""
Comment,"""FINE GRAINED AMPHIBOLE, CHLORITE QUARTZ """
Comment,"""FINE GRAINED AMPHIBOLE, QUARTZ, CHLORITE"""
Comment,FINE GRAINED AMPHIBOLE WITH QUARZITE
COMMENTS,fine grained amphibolite
COMMENTS,Fine grained amphibolite
Comment,FINE GRAINED AMPHIBOLITE
COMMENTS,Fine grained amphibolite + FPG
comments,Fine-grained Au?
Comments,fine grained band of mafic intrusive.
COMMENTS,fine grained basal
Comments,fine grained basalt
COMMENTS,fine grained basalt?
Comments,Fine grained basalt
Comments,Fine grained basaltic intrusion
Comments,Fine grained basalt saprock
Comments,"""Fine grained basalt, slightly decomposed"""
COMMENTS,fine grained basalt-umf?
Comment,fine grained basalt with sap clays
Comment,FINE GRAINED BEDDING PARALLEL PYRITE
COMMENTS,Fine grained biotite altered amphibolite
Comments,fine grained black flecks give grey colour ?serpentinisation product?
Comments,fine grained blk/gy stone
Comments,FINE GRAINED BUT NOT APLITIC
Comments,Fine grained cemented sand
Comment,FINE GRAINED CHILLED MARGIN EACH CONTACT
Comment,"""FINE GRAINED, CHIPS FIRM"""
Comment,"""Fine grained coarsening up, so dac flow, clasts are generally pb or smaller w a single highly alt. Boulder pheno's visible in patches, grad contact w next unit."""
COMMENTS,"Fine grained coherent quartz sandstone,weakly glauconitic"
Comments,"""Fine grained conglomerate, containing up to 2cm goethitic/limonitic clasts."""
Lith_Desc,Fine grained contact granite
comments,fine grained - ?contact zone
Comment,FINE GRAINED DACITE MATRIX WITH 15mm FS-PHYRIC ZENOLITHS
Comment,Fine grained dacite with large (5-30mm) amygdales.
COMMENTS,Fine grained dark colored amphibolite
Comments,Fine grained dark unaltered basalt
COMMENT,finegrained disseminated pyrite
COMMENT,FINE GRAINED DISSEMINATED PYRITE
Comment,Fine grained dlt
Comment,Fine grained dlt dyke.
Comment,fine grained dolerite
Comment,FINE GRAINED DOLERITE
Comments,fine grained dolerite slightly weathered
comments,fine grained dolerite still a good 20% clay
Comment,Fine grained equigran massive post mineralisation dolerite non - magnetic.
COMMENT,finegrained felsic dyke
COMMENTS,fine grained felsic intrusive
Comments,Fine grained felsic intrusive
Comments,"""fine grained felted sandy texture with abundant fine actinolite needles; finely laminated to bedded at 1-2mm scale,rare quartzite beds which contain internal actinolite; slight to moderately magnetic"""
Lith_Desc,"fine grained, ferruginise"
COMMENTS,Fine grained foliated aplite
Lith_Desc,FINE GRAINED FRESH HOMOGENOUS Mb
Lith_Desc,FINE GRAINED FRESH METABASALT. RARE QUARTZ CHIPS.
Comments,fine grained gabbro
COMMENTS,fine grained gabbro?
Comments,fine grained gabbro??
Description,Fine grained gabbro
COMMENTS,fine grained gabbro/dolerite
Comments,fine grained glassy to acicular mafic
Lith_Desc,Fine grained granitoid (granodiorite)
Comments,Fine grained grunerite in discrete bands. Minor carbonate veinlets
COMMENTS,Fine grained hard dark amphibolite?/UM?
Comment,"""fine grained, highly altered"""
Lith_Desc,Fine grained homogenous metabasalt with
Comment,FINE GRAINED HONEY COLOURED SP
Comments,Fine grained interbedded sediments and basalt
COMMENT,finegrained intermediate dyke
Comments,Fine grained iron-rich sand
Comment,"""FINE GRAINED, IRREGULAR PALE MINERAL - LEUCOXENE?"""
COMMENTS,Fine grained khaki saprolite
Comments,"""fine grained, laminated metasediment"""
Comment,Fine grained laminated Sil / Se rich siltstones with sub - massive and stringer mineralisation including sphalerite to 10% locally and overall ~ 2 - 3% up to 80% py in parts cut average ~ 5% possibly small flexure ( open fold ? ) in lams / bedding
Comments,fine grained mafic
COMMENTS,Fine grained mafic
Lith_Desc,Fine grained mafic after basalt or dolerite. weak
COMMENTS,fine grained mafic amphibolite
COMMENTS,Fine grained mafic amphibolite
Comments,Fine grained mafic chips - amphibolite?
Comments,"""Fine-grained mafic extrusive, weakly altered"""
Comments,Fine-grained mafic intrusive?
Lith_Desc,Fine grained mafic intrusive sharp contact
