0,1
Comments,good sheared talc + chlorite rock
Comments,good sif
Comments,good sif  
Comments,good Sif
Comments,good sif; fairly strong remenant magnetism
Comments,Good Sif; massive goethite minor hematite
Comments,good Sif minor interbedded sed
Comments,good sif some specular hematite
Comments,good silcrete texture
Comments,good silcrete textures
Comments,good silcrete texture with angular and embayed quartz grains
Comments,good silcrete texture with angular embayed grains
COMMENTS,good silica+pyrite altn
COMMENTS,good silica+pyrite altn.
Comments,good siliceous secondary with angular cemented clasts
COMMENTS,good silicifacation
Comments,"good solid goethitic shiney , hard ironstone"
Lith_Desc,good sphericity+roundness
Comments,good spinifex texture
Comments,good striped greenish BIF with light grey to greenish quartzite; dark grey magnetite rich beds and softish emerald green amphibole rich beds
Comments,good striped riebeckite bearing BIF with 10_30% non to weakly magnetic black shale interbeds to 25 cm thick; very rare aegerine; local pyrite in shales
Comments,good sulphides
Comments,good sulphides in qv
Comments,Good Sulp.Py
Comments,Good Sulp. Py Ccp Asp
Comments,Good Sulp.Py Ccp Asp
Comments,Good Sulp. w/Ccp
Comments,good talc
Comments,good talc + carbonate
Comments,good talc content
Comments,"good talc , no chips"
Comments,good talc on water
Comments,good talcose chips
Comments,good talcose powder
Comments,good tan shale chips
Comments,good veining
Comments,good vuggy quartz vein
Comments,good weathered chips
Comments,good well bedded lightish BIF with augite blades and riebeckite films
Comments,good xline magnetite
Comments,"""Good XRF Fe% likely, minor intervals of CH bands"""
Comments,goof talcose powder
Comments,goog flat chips
Comments,Goog lump
Comments,"""%GO (ORD) > %LI (ORL), first HM present, %CH decreases, 40%GO, 30%CH, 20%HM, 10%LI, <cm-scale laminations"""
Primary_Description,goRcy
PRIM_DESCP,GoRcy
Comment,GO REPLACEMENT?
Comments,GO-rich BIF begins
Comments,Go - rich BIF? Minor schist
Comments,"""GO-rich BIF, very poor RQD, pore spaces not parallel to banding"""
Comments,GO-rich (check XRF Fe% assay results)
Comments,GO-rich (check XRF Fe% results)
Comments,GO-rich interval (good XRF Fe% assay result)- derived from jaspilitic BIF
Comments,"""GO-rich + low CH% = possibly good XRF assay result, very poor RQD, lime-green clay at 65.5m, Hw contact= ~61m, Fw contact= ~66.6m"""
Comments,"""GO-rich unit derived from BIF, greater proportion of CH-bands are semi-intact, Hw contact= ~9.5m Czlt(?)"""
Primary_Description,goRsp
PRIM_DESCP,GoRsp
Comments,gosanous
Lith_Desc,Gos bands
Lith_Desc,Gos coating on qz
Description,go sil clay
PRIM_DESCP,Goss
PRIM_DESCP,GOSS
COMMENTS,GOSSAMUS
Comment,gossan
COMMENTS,+/-' gossan
Comment,gossan?
COMMENTS,Gossan?
Comment,GOSSAN
Comments,Gossan chips with malachite
Lith_Desc,gossan frags on goss outcrop
Lith_Desc,gossan/ironstone
Lith_Desc,"Gossan, min porph"
COMMENTS,GOSSAN O/C 15mts E OF COLLAR
Comments,gossanous
Comments,gossanous?
Comment,Gossanous
COMMENTS,GOSSANOUS
Comment,Gossanous 18 - 18m
Comments,gossanous chips
COMMENTS,gossanous dunite?
Lith_Desc,gossanous Fe + shale
Lith_Desc,gossanous Fe-thin<5%
Lith_Desc,gossanous float
Comment,GOSSANOUS FRAGS
Comment,Gossanous gg4 sdst w chalcocite / magn malachite to 5%
Comments,gossanous hackly
Comment_2,gossanous horizon (ex py) + mafic schist
Comment_2,gossanous ironstone bands + soft sap clays
COMMENTS,gossanous laterite
Comments,gossanous like
COMMENTS,gossanous looking
Comments,gossanous nodules
Comments,gossanous oidised silicified with patchy saprolite
Comments,gossanous ox product
COMMENTS,Gossanous pegmatite
Comments,Gossanous Qtz
Comments,gossanous qtz cg+fg py & cu
Comments,Gossanous quartz veins
Comments,gossanous sulphidic silicified amphibole rock?
COMMENTS,gossanous umf
COMMENTS,GOSSANOUS VNQZ.
Comment,Gossanous vuggy fe rich chips w sdst chips and hemc to goesape clays
Comment,Goss in sdst strongly goss becoming weaker after 69m
Lith_Desc,Gossonous Zone
Comment,Goss sdst w/ minor lam. Slst and dac goss dec d/h.
Comments,Go staining through rock
Comment,GOS VUGS WEATH CARB? ALTN TALC/CARB
Lith_Desc,got bogged.
Comment,GOV
Desc21,GP
Comments,GPG present
Comments,g planes of aegerine rich seams not as sharp as magnetite rich and quartzite beds; at 530.2 - 531.64  zone of conspicuous dissemenated speckled hematite in aegerine rich BIF
Comments,GPP or tm bearing MGM?
Desc14,gpt
Desc12,GPT
PRIM_DESCP,Gpx
PRIM_DESCP,Gpx?
PRIM_DESCP,Gpx/Gd?
PRIM_DESCP,Gpx/Gdn
LithDescription,Gpy
PRIM_DESCP,Gpy?
PRIM_DESCP,Gpy??
LithDescription,GPY
LithDescription,Gpycap
LithDescription,GpyGdn
PRIM_DESCP,Gpy/Gdn
LithDescription,Gpymag
LithDescription,GpyRls
LithDescription,GpyRsr
LithDescription,GpyRvq
LithDescription,Gpysap
LithDescription,Gqb
LithDescription,GqbRvq
Desc11,gr
Comments,GR
Comments,GR?
Comments,GR??
Comment,GR1
Comment,GR 1%
Comment,"""GR 1%, 1% PY"""
Comment,"""GR 1%, 2% PYR"""
Comment,"""GR 1%, PY 1%"""
Comment,"""GR1%, PY TR 1-2MM CRYS, THICK QB"""
Comment,"""GR1%, THICK QB, BREC AT 52.8M"""
Comment,"""GR 1%, TR PY"""
Comment,"""GR 1%,TR PY"""
Comment,GR 1%. TR PY
Comment,"""GR 1%, TR PYR"""
Comment,GR2
Comment,GR 2%
Comment,"""GR 2%, 1% PYR PY"""
Comment,"""GR 2%, PY 1%"""
Comment,"""GR 2%, TR PY """
Comment,"""GR 2%, TR PY"""
Comment,"""GR 2%, TR PYR"""
Comment,"""GR 2%, TR PYR PY"""
Comment,"""GR 3%, TR PY"""
Comment,"""GR 3%, TR PY. Thick Qz bands"""
Comment,GR 5% 
Comment,"""GR 5%, GT 2%, PY 1%"""
Desc13,gra
Comments,"GRAB SAMPLED FROM SUMP, NO DRILL RETURNS"
Comments,GRAB SAMPLED NO DRILL RETURNS
Comments,"GRAB SAMPLED NO DRILL RETURNS, MAGHEMATITE PISOLITIC GRAVEL"
Comments,GRAB SAMPLE FROM SUMP
Comments,GRAB SAMPLE NO DRILL RETURNS
Comments,"gradational change, now definite stubby pyroxenes to 2mm"
Comments,gradational change to a different rock type
Comments,gradational change to spotty rock
Lith_Desc,gradationalcontact
Comments,"""gradational contact,aegerine band with pyrobole blades; aegerine content increases; drop in interbeds of siltst;folded and contorted zones"""
Comments,"""gradational contact; as per above;sharp drop off in aegerine and reibekite content;local interbedded fine biotitic shale interbeds; occasional 10-15cm zones of well laminated BIF,no quartzite beds """
Comments,gradational contact; felted amphibole texture; drop in quartzite content
Comments,gradational contact into saprock possibly derived from a mafic rock; mottled with ferruginous rich patches in clay weathered bedrock; still local fragmental texture; some hard goethitic patches;
Comments,gradational contact into unsorted; crudely stratified rusty brown to red brown ferricreted colluvium; harder; rare clay partings 2;3mm thick; @2.17 have 1 cm calcrete band; 
Comments,Gradational contact - porphyitic
Comments,"""gradational contact, silica alt more pronounced, slight increase in amp-chl veining at 140.7m"""
Comments,"""gradational contact;uniform bedding; intense yellow colouration from 318.3-322.4m,greyish BIF to 323.5 then intense yellowish actinolite development to contact"""
Comments,gradational contact with aegerine dropping off over several metres; no augite seams or poikiloblasts strongly magnetic
Comments,gradational contact with aegerine; strongly magnetic; 297-300 minor diss pyrite on fract surfaces. EOH=300.2m
Comments,gradational facies change to BIF
Comment,"""gradational grainsize change, tube pumice, small quartz grains"""
Comments,Gradational into BkGr
Comment,GRADATIONAL UPPER CONTACT
Comment,"""Gradational upper contact-fg rounded zones throughout, fsph to 5mm"""
Lith_Desc,gradational weathering profile. Very coarse
Comment,"""Grad contact from prev unit, similar to last unit, bedding planes less common. Unit becoming more mass d/h. Common ca alt spot + mnr pum."""
Comment,"""Grad contact. Same as prev, litho, fsph txt replaced by ca + bi alt w/ loss of distinct euhedral pheno's. clt and si inc d/h. felds typ < 1mm slight increase of ca vn around contact."""
Comment,Grad contact w/ gg5. Top of unit is tn to lam slst gradually becoming coarser d/h to contact. Bedding becomes thicker d/h w/ fewer silty lam's.
Comment,"""Grad contact w/ prev litho, loss of lge qtz. 2-3mm qtz very common. Patchy fsph txt, becoming more o'printed d/h. Wi se alt assoc w/ prev litho."""
Comment,"""Grad contact w/ prev litho. Qzph's typ 5mm, per se and si alt of g'mass. 1-2% st sp."""
Comment,"""Grad contact w/ prev. litho same dac, clt alt and se alt begin to inc d/h. fsph txt becomes finer and ghosted < 1mm and elongated w/ fol. Dominantly str clt alt in pheno's. some unalt."""
Comment,"""Grad contact w/ prev, mg sdst w/ common 1mm qtz frags. Si alt more per than previously, still pat. Per clt alt. Pbx txt in pat."""
Comment,"""Grad contact w/ prev unit, seds seem more common + gen show weak bedding that is highlighted by si alt."""
Comment,"""GRADDED BEDS, MAINLY PEBBLE BRECCIA, SOME FINING TO SDSTONE"""
Comments,Graded bedded metasedimentary units as before; now moderately foliated.  Quartz vein 74.2 ; 74.4m.
Comments,Graded bedded metasedimentary units.  Coarse grit or sand at the base fining upwards (up hole) indicating younging as well.  Drilling through eastern arm of anticline or western arn of syncline.  Quartz vein @ 44.9m and zone of qtz vns @ 45.2 45.6m.  
Comments,Graded bedded metasedimentary units.  Coarse grit or sand at the base fining upwards (up hole) indicating younging as well. Weakly oxidized.
Comment,Graded bedding
Comments,Graded bedding?
Comment,graded bedding/banding
Comment,"""Graded bedding - fining uphole, minor anastomosing & bedding parallel sp stringers"""
Comment,graded bedding lam siltstone-sandstone-pebble bx; rdd-ang fg Si alt aphanitic-lam clasts in patchy Clt alt g'mass; mnr patchy subrdd qtz<3mm in g'mass +/-sandstone; 601.6 30cm FSPH dac; Clt stronger in fract assoc with stringer pyr d'hole
Comment,"""Graded bedding of slst + sdst, patch qtz to 3mm. Spo mod ca alt in slsts."""
Comment,"""Graded bedding showing a fining uphole trend, minor larger subrounded qz grains"""
Comment,graded beds of slst-blsh.
Major Desc,graded beds suggests younging up the hole.
Comment,"""Graded, coarsening downhole (fg to cg), bedded, abundant irregularly shaped si-rich & angular clt altered clasts in a vitric qz-rich g'mass"""
comments,Graded contact indicated by QZ
Comment,GRADED CONTACTS
Comment,Graded cycles of cs sdst / fine granule bx and silstones; fs in coarse sdst.
Comment,graded felsic sed bx
Comment,graded granular / pebble volcanic breccia.
Comment,Graded granule to pebble volc breccia W dac clasts WI chlt altn - HQ ends @ 239.7m
Comment,Graded mg to cg sdst unit w qtz phenos to 5mm increasing towards base; wi mod clt altn
Comment,graded monomict FSPH volc bx; from clast supp boulders at the base to matrix supp pebbles at top; fg aphanitic? Si g'mass & perv Si clasts; feld<6mm Ca/Se; mnr wispy Clt in clasts; wk fol at top defined by elong clasts
Comment,Graded pb bx to sdst to chloritic slst
Comment,Graded PB - CB sed bx grading into gritty/vfg sdbx. Last 70cm looks dac (fsph) in composition and poss amy txt. Unit poss vbx?
Comments,graded pisolite
Comment,graded polymict pebble bx of ang Clt clasts<8mm & subrdd Si/Se alt clasts<15mm in Si alt g'mass; frilly-milky qtz common in g'mass; Clt clast decr & Si/Se clasts incr d'hole
Comment,GRADED PUM INCREASING DOWNHOLE
Comments,graded rounded alt magnetite
Comment,Graded sdbx sandy silt at top clst at base.
Comment,Graded sdbx with bnd w clt altn.
Comment,"""Graded sdst, poss hybx like grading into qtz rich sdst, w/ poss dac frags. Some slst clasts, py in g'mass of bx."""
Comment,graded SDST top cobble conglomerate with mnr interbedded lam SLST; polymict clast supp - ang Clt clasts < 40mm and subrdd Se clasts < 150mm elong // fol; dissem pyr rich clasts I/p; mnr qtz < 1mm dissem in some Clt clasts.
Comment,"""Graded silty SDST bed w carb SPH, PO vns throughout; MGT incr towards base."""
Comment,"""Graded silty SDST bed w PER SI altn near base, MGT incr w grainsize towards base."""
Comment,Graded vbx lense. Sandy at top cg to pb at base. Sharp lower contact
Comment,Graded vbx sandy top irreg pa ca vns. Sharp upper contact
Comment,"""GRADES DOWN INTERVAL, SILICIOUS CLASTS AT BASE TO 1cm ANGULAR, POSS BEDDING??, SI SPOTS"""
Comment,"""GRADES FINER DOWNHOLE, BLUE QTZ TO 4MM"""
Comment,Grades from BX to Fph Dac
Comment,"""GRADES FROM SLST TO PMBX THEN MAS FROM 997m, SI SPOTS 990.5-997m"""
Comment,GRADES FROM SLST TO PMBX WITH ABUNDANT SMALL <1mm BLACK QTZ
Comment,Grades in size from VFG to cobbles bownhole.
Comment,Grades into coherent dominant unit
Comment,grades into ?lithic bx; pale felsic clasts and chloritic fs-dac clasts/gmass
Comment,Grades quickly to dacite
Comment,GRADES TO COHERENT DAC
Comment,"""grades to dac bx, also foliated, aligned clasts but more rounded clasts; thin zones of hyaloclastite-like clasts // fol"""
Comment,Grades to sdst base
Comment,"""Grad/indistinct contact w/ prev litho. Pbx txt through out from wi se alt, bottom contact has stronger vbx txt. No/mnr qtz."""
COMMENTS,grading back into pyroxenite
Lith_Desc,GRADING GRADUALLY FRESHER TO MOX
Comment,"""GRADING INTO CLT ALT QTZ&FELS PHYRIC DAC, LARGE WH FELS"""
Comments,Grading into colored saprolite
Comments,Grading into colored saprolite +/- haematite staining
COMMENTS,grading into dunite
Comment,GRADING INTO FG DAC WITH MNR CLT ALT FELS & QTZ GRAINS
Comment,"""grading up sequence with PB breccia base, variably disTibuted QZ grains"""
Comments,"""gradual change to darker FMg high Mg basalt, less si alteration, minor dissem py"""
Comments,"""gradual change to high Mg, rare dissem py"""
Comments,"""gradual change to Mg high-Mg basalt, minor dissem py and py in fractures"""
Comments,gradual change to mod bleached FMg high-Mg basalt
Comments,gradual change to more crystalline FMg basalt with abundant tm/ac; moderate cl alteration
Comments,gradual change to not bleached Fg basalt
Comments,gradual change to not bleached high-Mg basalt
Comments,gradual change to siltstone
comments,"""gradual change with depth  from mafic end of intermediate to more felsic end of intermediate. Possible a volcaniclastic. Ductile deformation along microshears common throughout. Abyundant flattened (along foliation), ghosted qz phenocrysts throughout. Low"""
Comment,"""GRADUAL CONTACT FROM ABOVE, ALT CHANGE"""
Comments,Gradual contact. Some Amm bands  remaining at the upper contact. Fuschite bands within rock.
Comment,"""Gradual contact with POST RHP, feldspar phyric"""
Comment,GRADUAL CONTACT WITH UPPER BASALT;INTENSE PATCHES OF AMYGDALES
Comment,Gradual dcrease in sericite alteration. Ffs more obvious
Comments,gradual decrease of sulphides and q
Comments,Gradual densiy inc. in weak hairline stockwork downwards
Comments,"""Gradual footwall transition to CH/CL-SE-MT wispy bands, PO wispy blebs common, becomes more AM-rich towards Fw (PO to 10% within this zone: 194.6-196.1m)"""
Comments,gradual increase in aegerine content; bluish black riebeckite common; few biotitic films; contains aegerine and occasional riebeckite poikiloblasts; locally 2-5% black shale beds
Comments,"""Gradual increase in MT% until moderately magnetic BIF, subordinate shale intervals"""
Description,Gradual increase in straw yellow CL%
Description,"""Gradual incr. in g/s: 186.3-189.15m, as approaches granulite facies meta."""
Comment,GRADUAL LOWER CONTACT OVER SEVERAL METRES
Comments,gradual rock type change (becoming more felsic)
Description,"""Gradual transition back to AM-MT-CL rich zone, mod./str. mag."""
Description,"""Gradual transition from Aan to Arg, non-mag."""
Description,Gradual transition from Abv to Aod (darker GY when core is dry)
Description,"""Gradual transition from Aod to Abv, wk. foliated from 47.30-47.60m"""
Description,"""Gradual transition from Arg to Aci_C (similar to 103.21-104.50m), mod. mag."""
Comments,"""Gradual transition from dark grey (more mafic) tuff to leucocratic (more felsic) volcanic, Hw contact= ~215.5m"""
Description,Gradual transition from leucocratic to mescratic Aci (decrease in CH%)
Description,"""Gradual transition to 42-44.66m unit, subordiante Czls intervals"""
Description,"""Gradual transition to Aci_D, str. mag. (last MT)"""
Description,Gradual transition to c/g PX-rich unit
Description,"""Gradual transition to CH-rich zone, minor AM-CL-MT bands"""
Comments,Gradual transition to fine-ash mafic tuff
Description,Gradual transition to greenish Aan
Description,Gradual transition to heavily weathered saprolite
Comments,"""Gradual transition to higher % YEL Fe-silicate, Hw contact= ~177.2m, Fw contact= ~179.5m"""
Comments,Gradual transition to less weathered (lighter coloured) saprolite
Comments,"""Gradual transition to less weathered saprolite, original vCG PX crystal outlines remain"""
Description,Gradual transition to lime GR clay zone/heavily weathered saprolite
Comments,Gradual transition to MT% and g/s decreases / MI-SH% increases
Comments,Gradual transition to non-weakly magnetic shale/tuff
Description,"""Gradual transition to strongly magnetic, c/g, friable Aci saprock """
Description,"""Gradual transition to typical Aci """"D"""" (cyclic banding of CH and MT)"""
Comments,"""Gradual transition to typical """"Leaving Best BIF"""" Aci_D"""
Description,"""Gradual transition towards more f/g, strongly foliated Fw unit"""
Comments, grained pale yellowish grunerite bearing zones with up to 1mm crystals; rare coarse aegerine always associated with quartz fairly variable unit
Lith_Desc,GRAINED TEXTURE. WEAK OXIDATION. LOW MAGNETIC
Comments,grainey more graphitic
Comment,GRAINS 2mm
Lith_Desc,GRAIN SIZE ALTERATION CHANGE VERY WEAK FOLIATION
Comments,"""grainsize becomes finer near deeper contact, foliations stronger"""
Comment,GRAIN SIZE CHANGES WITH NO BEDDING. EXCELLENT PUMICE CLASTS
Comments,Grain-size increases away from margins
Comment,Grain size increases down interval
comments,Grain size increases with depth
Comment,"""GRAINSIZE INCREASING DOWNHOLE. QZ GRAINS TO 3MM. CLASTS TO 6CM, SOME SLIGHTLY LARGER"""
Comments,GRAINSIZE INCREASING SLIGHTLY WITH DEPTH
Comments,"""grainsize reduces with depth, WEAK MAGNETISM WITH DEPTH"""
comments,"""Grain size varies throughout, notably coaser near contacts."""
Comments,grains of quartz and rock grains embedded in clay
Comments,Grains size getting finer towards lower contact.  Possible chilled margin.
Comment,GRAINS T
Comment,Grains up to 5mm
Comments,grainy textured
Lith_Desc,"grainy"" vb"""
Comment,GR ALTERED TUFF BANDS ALTERNATING WITH BMC
Comment,"""GR ALT TUFF, PREDOM BANDED, MINOR MICROFAULT, BOUDINAGE"""
Description,"""GR AM-CL rich zone (as 67.62-67.68m), weakly mag."""
Description,"""GR AM-CL rich zone, weakly magnetic"""
Description,"""GR AM/CL-rich zone, weak/moderately magnetic"""
Desc13,gran
Comment,Gran breccia Sdst w ang chl shards.
Comment,Gran - CG sed BX w CCP - QTZ vns throughout.
Comment,"""Gr and pb breccia, minor biotite."""
Lith_Desc,gran/g.dio
Description,granite
Comments,granite 
COMMENTS,granite?
Comments,Granite
Lith_Desc,Granite?
Comments,granite basement
COMMENTS,granite-becoming fresher
COMMENTS,granite bedrock
Comments,"Granite, clay"
Comments,GRANITE CONTACT
comments,granite contact with schistose mafic; qtz veining 10%
Comments,granite dyke
Comments,"Granite, Fe stained Qtz"
Comments,granite fragments (abundant)
COMMENTS,granite gravel
Comments,granite gravel - base? hole end due to no more rods.
COMMENTS,Granite- Hole significantly contaminated through out
Lith_Desc,granite Lc=Felsic clay
description,GRANITE + LOTS OF WATER. 300-400 GALLONS/HOUR.
Lith_Desc,"granite mafic contact, talc present"
Comments,"""Granite?, mafic min abundant"""
COMMENTS,granite+mafics
Comments,granite + minor mafic granulite
description,GRANITE - MINOR MUSCOVITE - WEAK FOLIATION.
description,GRANITE - MINOR MUSCOVITE - WEAK FOLIATION. EOH.
Lith_Desc,Granite/Pegmatite/Qtz/Plag
COMMENTS,granite-porphpry?
COMMENTS,granite/porphyry
Lith_Desc,Granite regolith/transported
COMMENTS,granite saprolite
Comments,"""granite, slightly weathered"""
Comments,"granite, slightly weathered"
Comments,granite SR
Comments,GRANITETEXTURED DSIL
COMMENTS,granite+vqz
Lith_Desc,granite with gold?
Comment_2,granitic bi-qz-feld-mu
Comments,"granitic bi-qz-feld-mu,gra or gns"
Comment,granitic derived gravel
comments,granitic dyke
Comments,Granitic dyke
Comments,granitic dyke is strongly weathered
Comments,"""granitic dyke, si+chl alteration, chl replacing mafic"""
comments,granitic dyke; wht qtz veining 20%
Comments,Granitic felsic intrusive
COMMENTS,Granitic felsic intrusive +/- garnet
Comments,Granitic intrusion
Comments,"""GRANITIC INTRUSIVE, ALTERATION DOES NOT PERSIST """
Comments,Granitic laterite material with minor Fe rich pisolites.
Comments,GRANITIC MATERIAL IN SILCRETE
Comments,granitic material + minor intermediategranulite?
Lith_Desc,granitic parent
Comments,granitic porphyry
Comments,GRANITIC PRECURSOR
Comments,GRANITIC PRE-CURSOR
Comments,GRANITIC ROCK IS VERY SIMILAR TO THE GNEISS HOWEVER MUCH LESS FOLIATED OR NOT AT ALL BUT COULD BE ANATEXITE ??
Comments,"""GRANITIC ROCK, POSSIBLY GNG ??"""
Comment_2,granitic sap
Comments,"granitic sap,med-coarse,bi-qz-fe-mu"
Comments,granitic soil
Lith_Comment,Granitic texture
comments,granitic texture; qtz and white fs.
Comment_2,granitic to gneissic
Comments,"granitic to gneissic, micaceous"
Comments,granitic? Veinlet
Comments,"""granitic wash, """
Comment,granitoid
Comments,Granitoid
COMMENTS,GRANITOID
