0,1
Lith_Desc,metabasalt. Very limited potential
Comments,"""meta-basalt, weakly foliated with rare sulphides"""
Lith_Desc,METABASALT with cpy-py-qz veins
Lith_Desc,Metabasalt with diminished
Lith_Desc,META BASALT WITH FINE
Lith_Desc,Metabasalt with limonitic clays
Lith_Desc,META BASALT WITH MARGINALLY
Lith_Desc,metabasalt with nil sulphide content.
Comments,META BASALT WITH PSUEDO-SPINIFEX TEXTURE OF ACTINOLITE LATHS
Comments,"""metabasalt with tr 2mm qtz vns, mnr ep altn on some surfaces"""
Comments,"""metabasalt with tr 2mm qtz vns, tr vn and dis sche"""
Comments,"""meta-basalt, with very weak foliation"""
Lith_Desc,Metabasalt with weak chlorite
Comment_2,meta Cr-spinel ultramafic rock
Comments,metadacite? fs-qtz-hbl?
Comments,META DOL/CHL RICH
Lith_Desc,Metadolerite
Comments,META-DOLERITE
Comments,Metadolerite? E.O.H. Had to end hole due to ground conditions
Comments,"""meta-dolerite intrusive feldspathic medium grained, lath text'd 2% vfg sulphide"""
Comment,Meta-dolerite of Amphibolite?
Lith_Desc,Metadolerite to eoh
Description,"""Meta. fol. greatly incr., folding and boudinage present, interflow sediment or mafic?"""
Description,"""Meta. fol. now replaced by CH and AM-bands, interflow sediment or mafic?"""
Lith_Desc,METAGABBRO
Comments,META GABBRO
Comments,"""Meta-gabbro, amphibolite schist, coarse grained."""
Comments,"""Meta-gabbro, some areas almost pure feldspar."""
Comments,"""Meta-gabbro, with high orthoclase content, some patchy sulphides and occasional magnetite."""
Comments,metallic
COMMENTS,Metallic
Comments,metallic/ pisolithic /jasper
Comments,"""metallic, slow drilling - EoH"""
comments,METALLIC�.SULPHIDES?
Lith_Desc,Metalocratic
Comment,"""meta mafic voc. fgn, chloritic, dgn, to l gn/kh."""
Comment,meta-mafic with strong si-bt altn
Lith_Desc,METAMORPHIC ALTERATION. HOMOGENOUS NIL POTENTIAL
Comments,Metamorphic Bif
Comments,metamorphic METADOLERITE? also minor Hb?
Lith_Desc,Metamorphic Sediment
Lith_Desc,Metamorphic Sediment (Wacke)
Comments,Metamorphosed and deformed mafic intrusive?
Comments,metamorphosed ?dolerite/black shale; mafics host riebeckite porphyroblasts 1-2mm long
Comments,metamorphosed ?dolerite/shale; mafics host riebeckite porphyroblasts 1-2mm long
Comment_2,metamorphosed dsandstone sap
Major Desc,"""Metamorphosed high-Mg basalt w ant xl^ forming bow-tie"""" or radiating aggregates."""""""
Comments,metamorphosed mafic intrusion
Comments,metamorphosed mafic intrusion hosts garnets ~2mm minor shale enclaves
Comments,metamorphosed mafic intrusion minor shale enclaves; garnet porphyroblasts ~2mm
Comments,metamorphosed mafics
Major Desc,Metamorphosed mc sed or gk (up to 15% cg gnt) w lsr q eye phy fc vol.
COMMENTS,metamorphosed / stretched BIF with some mafic intrusion. May be weakly sericitised
Comment,"""meta-mv some w porphyroblasts, phylitic rather than schistose-mcs"""
Comments,"meta-mv some w porphyroblasts, phylitic rather than schistose-mcs"
Comment,meta-mv w phyllitic fabric. Some chd chips.
Lith_Desc,metapelite from arg shale prot
Comments,Metapelites.  Most commonly fg sericite;quartz;biotite schist.  All bedding is regular suggesting little to no folding.  Thin <2mm quartz veins usually bedding parallel; but some irregular and contorted.  Euhedral pyrite present on fracture planes.
Comments,Meta pelite with increased silt material. Qtz beds slightly boudinaged with aegerine. Weak slickenslides visible on some broken planes. Graphite locally.Zones with conc of porphyroblastic garnets (215.15;215.4m;216.5;217m) forming concentric textures.
Comments,Metapsammite unit with quartz veining locally (boudin style veining btn 45.4;45.8m).  Highly weathered siliceous BIF zones from 37.6;36.8m & 45.3;45.4m. Metapelite btn 36.4;36.8m.
Comments,metapyroxenite with qtz-car-chl veining i/p
Comments,"""metapyroxenite with qtz-sche veining, strongest 62-63 m and 67-68 m, tr 63-67, 70-71, 73-74 and 75-76 m"""
Comments,"""metapyroxenite with some phlog on some surfaces, tr blebby py"""
Comments,META QTZ FELDSPAR PORPHRY PO INC AT LOWER MARGIN
Comments,"""metaquartz dacite? qtz-kspar (dk pink-rd)-pyx?-py, BOCO 28 m, BOO 30 m"""
Comments,metased
Comment_2,meta-sediment
Lith_Desc,Meta Sediment
Comment,METASEDIMENT
COMMENTS,metasediment. Garnet crystals
COMMENTS,metasediment. Garnet crystals. Tr cpy
Lith_Desc,Metasediment graphitic
Comments,METASEDIMENT GRAVEL
Comments,"METASEDIMENT? or HIGH MG BASALT, strongly foliated/sheared, chlorite altered, 5% veining, weak bio alt at 89-91m, sheared contact zone?"
Lith_Desc,metasediments
Comments,METASEDIMENTS
Lith_Desc,"?Metasediment?siliceous,unbanded,v/hard"
Lith_Desc,Metasediment silty to sandy
Comments,"""metasediments, shale, mafic schist, qz"""
Comments,metasediments with abdt smokey vein quartz
Lith_Desc,Meta-sediment (wacke)
Lith_Desc,Meta-sediment(wacke)
Lith_Desc,Meta-sediment (Wacke)
Lith_Desc,Meta Sediment (wacke)?
Lith_Desc,Meta Sediment(wacke)
Lith_Desc,Meta-Sediment(wacke)
Lith_Desc,Meta Sediment (wacke)? Schisto
Comments,metasediment with 40% colluvium
COMMENTS,metasediment with traces fine chalcopyrite
Lith_Desc,Meta-sedit-wacke
Comments,metased sap
Comments,metased sap chips
Lith_Desc,Meta-sed't (wacke)
Lith_Desc,Meta-sed't wacke?
Lith_Desc,Metasomatic Py-Biotite(Qtz)
Lith_Desc,Metasomatic Rock
Comment,META TUFF
Comment,META TUFF?
Comment,"""meta-u, fgn-mgn sim. to me103."""
Comments,"meta-u?, fgn-mgn sim. to me103."
Desc11,metb
Comment_2,metb with recrystallized vn qtz & v. abdt sulphides
Comments,metb w. multiple vx vnlt's - white clay after min.
Comments,Meterage approximate due to core loss. 
Comment,METM/METU? RSP & CLAY.
Comments,METRES NOT LOGGED. M.F
Desc14,METS
Comments,mets-arnt qr ibd with blsh/slst.
Comment,"""mets/metm? s qvn, looks int. check, ni/cr assays."""
Desc14,METU
Comment,"""metu altered to cly, spk app. tcbs?"""
Comment,METU-CL/SERC ALTERED STG QZ VN. FCH INC.
Comment,MF15%  Tr Py
Comment,MF 5%
Comments,MFC
Comments,MFCY OR POSS COVER CLAY
Comment,m-fg banded pumiceous SDST; pum frags<1.5mm silic alt; rare bands perv silic alt
Comment,m-fg banded SDST SLST(dac); patchy Si spots < 2mm; (mnr subrdd Clt feld < 3mm); mnf pebbly band at top of Si pebs < 30mm elong // fol; wispy Se defines fol
Comment,M - fg banded - spotty sdst (slst?) Clt bands or abund spotty Clt overprints patchy se (perv wispy se)
Lith_Desc,M-FG CH
Lith_Desc,M-FG CH AGGS IN FG GROUNDMASS
Comment,m-fg mas Ca Clt alt Dlt with wk-mod fol fg chilled margins
Comment,M-fg mas clt alt dolerite with chilled margins; clay weathered & patchy perv hem / lim stain decr d'hole; mnr vuggy qtz vn - after qtz carb vn.
Comment,M-FG MAS Clt alt pumiceous SDST; common dissem pyr<1mm at top gives way to dissem pyrrho (+/-mag) downhole; mnr spotty Si/Ca alt
Comment,m-fg mas Clt alt pumiceous SDST; patchy dissem-submas pyr with assoc stringer chalco; lesse vn-stringer pyrrho/chalco; less abund spotty Si/Ca than previous
Comment,m-fg mas Clt/Ca alt dolerite; mnr chilled margins
Comment,M-fg mas clt / ca alt dolerite with chilled margins; abund dissem fg leucoxene.
Comment,m-fg mas clt dolerite ? With mnr chilled margins; wispy biot / clt alt throughout
Comment,m-fg mas Clt pum SDST; wk bands I/p//bands Si spots(<3mm); dissem chalco & pyrrho interstitial to Si spots in large band (783.8-784.5); 795-805m scattered Ca spots<20mm assoc sphal & pyr; 808-814 bands Si pum pebs<15mm well pres tube vessicles
Comment,m-fg mas SDST; spotty-patchy Clt decr downhole; spotty Si alt incr at base; Clt & Si spots<4mm; mnr stringer pyrrho assoc lesser chalco (some remob in qtz vn)
Comment,M-fg mas SDST with patchy spotty CLT alt; clay weathered throughout; patchy perv lim stain; lim stain on fract; vuggy I/p after carb vn.
Comment,Mfg mas sdst with wk - mod fol incr d'hole; patchy - fract controlled- vein selv se alt; mnr scattered ca alt spots < 15mm ; 534.1 mnr shear.
Comment,M-FG mod fol CLT/CA alt dolerite; large QTZ vn at base with rutile? Needles < 15mm.
Comment,m - fg mod fol SDST with wk perv lim stain; spotty Clt incr d'hole - zones abund spots < 4mm or more scattered spots up to 25mm along // fol.
Comment,m-fg perv Clt/Ca alt dolerite with mnr chilled margin at upper contact; mnr shear at upper contact sub // core axis; abund carb (qtz) vn - some in tension gash style or brittle fracture fill
Lith_Desc,M-FG PORPH PH
Comment,m- fg SDST interbedded with lam SLST and mnr pebbly bands ( irreg Clt clast < 15mm in Si g'mass ); perv Clt in SDST some pref Si bands in SLST; spotty Si incr d'hole overprints banding; mnr string pyr.
Comments,MFL CONTACT
Comments,M-fol'd  amp-chlorite
Comments,M-fol'd colour change
Comments,"""M-fol, slickensides """
Lith_Desc,M FRAGS
Comments,mg
PRIM_DESCP,Mg
PRIM_DESCP,Mg?
Desc11,MG
Comments,MG?
Comments,MG??
Comment,MG 1%
Comments,MG 1P
Comments,"""MG 1P, MU 2S"""
Comments,MG 1S
Comment,MG2
Comments, MG 2P
Comments,MG 2P
Comments,MG 2P  EOH
Comments,MG 2S
Comments,MG 3P
Comments,MG 4P
Comments,"""MG 4P, BI 1P"""
Comments,"""MG 4P, MU 2S"""
Lithology Description,MGA
Lith_Desc,M = gabbro?
Lith_Desc,mg ac laths in vfg gm
Comment_2,"""mg, amphibole-rich, massive"""
Comments,"mg, amphibole-rich, massive"
Comment_2,"""mg, amphibole-rich, massive Mg?"""
Comments,"mg, amphibole-rich, massive Mg?"
Comments,"""mg, amphibolite (hornblende?)"""
Comments,"mg, amphibolite (hornblende?)"
Comments,mg augite porphyrroblastic Sif with magnetite & amphiboles qtz veined minor sulphide
PRIM_DESCP,Mg-b
Comments,Mg bar - strong weathered
Comments,Mg bas
Comments,mg basalt
Comments,Mg Basalt
Lith_Desc,MG Basalt and cover
Comments,"""Mg Basalt, weak fol, intensely fract"""
Comments,"""Mg bt-rich tuff, minor sulphide dissemination"""
LithDescription,mg-cg chl-tremolite rock metabasalt (high Mg basalt ?)
Comment,"""mg-cg crystalline"""" dolerite as above; qtz carb veined in lower parts - chilled margin?"""""""
Comment,"""mg-cg crystalline"""" dolerite; chilled upper margin; no obvious lower chilled margin; lower contact sharp but very irregular with dolerite inclusion in adjacent dacite"""""""
Comment,"""mg-cg crystalline"""" dolerite, no obvious upper chilled margins, massive throughout; non magnetic; dk gr chl alt of contituents with epidote; mod small luecoxene spots"""""""
Comment,"""mg-cg dolerite -crystalline appearance above carb vn, fg dolerite below"""
LithDescription,"""mg-cg, grn-gry rock with distinct olive-green to brown cleaved stumpy crystals, possibly a meta-pyroxenite."""
Comments,"""M/g-c/g mafic intrusive with minor QT veins, strongly sheared with BI-alteration zones (� sulphides) around the qtz veins"""
Comment,Mg - cg mass post min dac. W ca vns throughout.
Description,m/g-c/g mod. MT in banded mixed CH and AM
LithDescription,"""mg-cg, pale green-gry, mottled, chlorite-tremolite ultramafic rock"""
Comment_2,mg-cg pebbly pisoliths+lithics min qtz sand+clay
Comment,Mg-cg qz & fs rich rhd wt abund qz & fs phenos wt large r'nded qz up to 8-10mm. Fs size incr at 540m similar to large qz phenos. 540.8m large qz carb veining wt py & red carb poss fe rich-siderite
Comment,"""mg-cg squat feld dacite, abund feld, wk-non fol"""
Lith_Desc,MG CH AGGS
Comments,"""mg ch-am-qtz-lx-py qtz-dolerite ophitic text with 10% py euhedral dissm tt, minr cp , green hue possibly epidote altn tt 10%."""
Comments,"""mg ch-am-qtz-py qtz-dolerite ophitic text >ch>am with 10% py veinlets and dissm tt, green hue possibly epidote altn tt 10%."""
Comments,"""mg ch-am-qtz-py qtz-dolerite ophitic text>ch>am with 10% py veinlets and euhedral dissm tt, green hue possibly epidote altn tt 10%."""
Comments,"""mg ch-am-qtz-py qtz-dolerite ophitic text>ch>am with 5% py euhedral dissm tt, green hue possibly epidote altn tt 10%."""
Comments,"""mg ch-am-qtz-py qtz-dolerite ophitic text>ch>am with 5% py veinlets and euhedral dissm tt, green hue possibly epidote altn tt 10%."""
Comments,"""mg ch-am-qtz-py qtz-dolerite ophitic text with 2% py euhedral dissm tt, green hue possibly epidote altn tt 10%."""
Comments,"""mg ch-am-qtz-py qtz-dolerite ophitic text with 3% py euhedral dissm tt, green hue possibly epidote altn tt 10%."""
Comments,"""mg ch-am-qtz-py qtz-dolerite ophitic text with >ch-am 10% py euhedral dissm tt, green hue possibly epidote altn tt 10%."""
Comment,MG CHL - CA altd SDST w rare CA vns.
COMMENTS,mg ch-st-ep?-mu dolerite/gabbro differentiate
Comments,mg cht qtz sandstone
Comments,"""mg cht qtz sandstone, qtz vn w Fer frc coating"""
PRIM_DESCP,Mg/cl
Comment,Mg clt altd mod fol qtz phyric dac vbx qtz to 2mm
Comment,"""mg CLT strongly foliated dolerite with abundant leucoxene, coarse jigsaw fit breccia with a matrix of quartz carbonate veining"""
COMMENTS,MG CONTENT CONTACT?
Comment,MG CRYS IN SHL
PRIM_DESCP,Mg-cy
Comment,"""Mg dacite, abund feld pheno's < 3mm w clt - se altn possibly Halo around fault / Rhyolite ?"""
Comment,MG DAC WITH CLASTS OF FSPH DAC WITH GHOSTED FELS & FLECKS OF CLT
Comment,"""MG DAC WITH FLATTENED CLT ALT FELS & MNR PUMICES, MNR QTZ XLS"""
Comment,"""MG DAC WITH LARGE WH FELS PHENOS, CHILLED MARGIN WITH SMALL CLT ALT FELS"""
Comment,"""MG DAC WITH LARGE WH FELS PHENOS,LESSER 3-5MM QTZ EYES,  CHILLED MARGIN WITH ABDT QTZ"""
Comment,MG DAC WITH RELICT CLT ALT FELS
Comment,mg dolerite with abundant leucoxene
Comments,MG DOL EU PF MIN FEST
Comments,MG DOL EU PF MIN FEST & QZ
Comments,MG DOL MIN FEST
Comments,MG DOL MIN FEST & QZ
Comments,MG DOL MIN SHD & FEST
Comments,mg equi granite to monzogranite
Comments,mg equigranular granite
Comments,MG EUHEDRAL PYRITE
Comment,MG EVEN TEXT NON MAG DLT
PRIM_DESCP,Mg-fe
Comment,"""Mg feld phy dac weakly fol, feld < 3mm"""
Comment,Mg - Fg mas post min dlt w weak spo clt - carb altn
Comment,"""Mg/fg pum bx, pum frags gen ,1mm. Mnr rdd qtz typ 1mm hybx like shards on bottom contact. Poss some pb/gr size clasts o'printed by alt?"""
PRIM_DESCP,Mg/FI
Comment,"""mg fol CLT dolerite with abundant leucoxene, common quartz veining"""
Comment,"""mg fol CLT FSPH dacite, fol defined by prefered orientation of feldspar, feldspars ghosted by CLT in part"""
Lith_Desc,MG foliated IU (probably - still saprolite)
Comment,MG fol sdbx ( sdst )
Comments,"""mg frags, prophyritic"""
Comments,mg fresh dolerite
Major Desc,"""mg fresh msv mafic after a bv, mod metamorphosed to lower amphibolite"""
Major Desc,"""mg fresh msv mafic posy afther a thick bv flow or an intrusive?, metamorphosed to lower amphibolite to upper greenschist."""
Comment,"""mg FSPH dacite feld<5mm ghosted"""" & carb alt; wispy chl after feld; 178.4 silic alt vein/frc selv; tr lim stain on frc"""""""
Comment,Mg fsph dac mod fol w clt - bi altn w str + dis py
Comment,mg FSPH rhyolite dyke with flow banded margins; euhedral feld<3mm carb alt I/p; perv silic alt; ser alt on vn or frc selv; qtz carb chl vn or chl frc fill; mnr patches FE alt? Overprints ser alt; rare lim stain on frc
Lith_Desc,MG GODEN GREEN MICA AGGS
Lith_Desc,MG GOLDEN MICA
Comments,mg granite
Comments,mg granite to monzo-granite
Comments,"""mgh, clay mix gravel"""
Comment,MG-HE RICH
Comments,"""Mg high-Mg basalt, gradual decrease in cl alt-n"""
Comments,Mg high-Mg basalt; increasing silica
Comments,"""Mg high-Mg basalt, minor se-cl alt-n"""
