"id","dhgeologyid","attributecolumn","attributevalue","modifieddate","modifiedby","mrtdetailid"
"186364876",24740798,"Colour","3BR",NULL,NULL,1119778
"186364875",24740798,"Texture1","PS",NULL,NULL,1119773
"186364874",24740798,"Lithology1","OGV",NULL,NULL,1119772
"186350877",24739224,"Alt Des2","1P",NULL,NULL,1119794
"186350876",24739224,"Alt Min2","LM",NULL,NULL,1119793
"186350875",24739224,"Alt Des1","1P",NULL,NULL,1119792
"186350874",24739224,"Alt Min1","MG",NULL,NULL,1119791
"186350873",24739224,"Vein 1%","40",NULL,NULL,1119784
"186350872",24739224,"Vein Min1","QZ",NULL,NULL,1119783
"186350871",24739224,"Vein Type1","MX",NULL,NULL,1119782
"186350870",24739224,"Hardness","H",NULL,NULL,1119781
"186350869",24739224,"Weathering","H",NULL,NULL,1119780
"186350868",24739224,"Grainsize","F",NULL,NULL,1119779
"186350867",24739224,"Colour","3BR",NULL,NULL,1119778
"186350866",24739224,"Texture2","MX",NULL,NULL,1119775
"186350865",24739224,"Lithology2","VQZ",NULL,NULL,1119774
"186350864",24739224,"Texture1","BN",NULL,NULL,1119773
"186350863",24739224,"Lithology1","BIF",NULL,NULL,1119772
"86500196",11472923,"Comments","BIF",NULL,NULL,511786
"86500195",11472923,"Texture","bnd",NULL,NULL,511779
"86500194",11472923,"Mineralisation2","qtz",NULL,NULL,511776
"86500193",11472923,"Mineralisation1","mnt",NULL,NULL,511775
"86500192",11472923,"Grain","fg",NULL,NULL,511774
"86500191",11472923,"Lithology1","Sif",NULL,NULL,511772
"86500190",11472923,"Colour","dgy",NULL,NULL,511769
"208372843",27459879,"MAPINFO_ID","867337",NULL,NULL,1230427
"208372842",27459879,"Comments","131.9-133.6 .. 70cm c/l",NULL,NULL,1230425
"208372841",27459879,"Vein1_per","1",NULL,NULL,1230421
"208372840",27459879,"Vein1","QZ",NULL,NULL,1230420
"208372839",27459879,"Samp_Qual","MS",NULL,NULL,1230417
"208372838",27459879,"Structure","SSF",NULL,NULL,1230416
"208372837",27459879,"Alt1_INT","w",NULL,NULL,1230407
"208372836",27459879,"Alt1","HM",NULL,NULL,1230406
"208372835",27459879,"Mineralogy_3","HM",NULL,NULL,1230403
"208372834",27459879,"Mineralogy_2","SE",NULL,NULL,1230402
"208372833",27459879,"Mineralogy_1","CH",NULL,NULL,1230401
"208372832",27459879,"Col_2","PP",NULL,NULL,1230398
"208372831",27459879,"Col_1","GN",NULL,NULL,1230397
"208372830",27459879,"Regolith_Profile","SR",NULL,NULL,1230394
"208372829",27459879,"Weathering_Oxide","SW",NULL,NULL,1230393
"208372828",27459879,"Code_System","GBG",NULL,NULL,1230392
"208372827",27459879,"Lith3","-",NULL,NULL,1230391
"208372826",27459879,"Lith2","ACI",NULL,NULL,1230390
"208372825",27459879,"Lith1","ALU",NULL,NULL,1230389
"208372824",27459879,"RockPlot","ALU/ACI",NULL,NULL,1230388
"208372823",27459879,"Priority","0",NULL,NULL,1230387
"208372822",27459879,"DataSet","WINDDINE",NULL,NULL,1230383
"208376707",27460059,"MAPINFO_ID","862632",NULL,NULL,1230427
"208376706",27460059,"Strength","VL",NULL,NULL,1230419
"208376705",27460059,"WATER","DA",NULL,NULL,1230418
"208376704",27460059,"Samp_Qual","GS",NULL,NULL,1230417
"208376703",27460059,"Mineralogy_3","SE",NULL,NULL,1230403
"208376702",27460059,"Mineralogy_2","CB",NULL,NULL,1230402
"208376701",27460059,"Mineralogy_1","CY",NULL,NULL,1230401
"208376700",27460059,"Text1","MX",NULL,NULL,1230399
"208376699",27460059,"Col_2","BN",NULL,NULL,1230398
"208376698",27460059,"Col_1","RD",NULL,NULL,1230397
"208376697",27460059,"Colour_Int","l",NULL,NULL,1230396
"208376696",27460059,"Regolith_Profile","US",NULL,NULL,1230394
"208376695",27460059,"Weathering_Oxide","EW",NULL,NULL,1230393
"208376694",27460059,"Code_System","GBG",NULL,NULL,1230392
"208376693",27460059,"Lith3","-",NULL,NULL,1230391
"208376692",27460059,"Lith2","-",NULL,NULL,1230390
"208376691",27460059,"Lith1","AU",NULL,NULL,1230389
"208376690",27460059,"RockPlot","AU",NULL,NULL,1230388
"208376689",27460059,"Priority","0",NULL,NULL,1230387
"208376688",27460059,"DataSet","WINDDINE",NULL,NULL,1230383
"186410449",24746262,"Alt Des1","4P",NULL,NULL,1119792
"186410448",24746262,"Alt Min1","CL",NULL,NULL,1119791
"186410447",24746262,"Hardness","S",NULL,NULL,1119781
"186410446",24746262,"Weathering","E",NULL,NULL,1119780
"186410445",24746262,"Grainsize","F",NULL,NULL,1119779
"186410444",24746262,"Colour","3GR",NULL,NULL,1119778
"186410443",24746262,"Lithology1","SPU",NULL,NULL,1119772
"138587927",18818489,"H2O","d",NULL,NULL,867355
"138587926",18818489,"SQ","g",NULL,NULL,867354
"138587925",18818489,"Text","bdd",NULL,NULL,867341
"138587924",18818489,"Min3","amp",NULL,NULL,867324
"138587923",18818489,"Min2","mnt",NULL,NULL,867322
"138587922",18818489,"Min1","sil",NULL,NULL,867320
"138587921",18818489,"Colour1","gy",NULL,NULL,867319
"138587920",18818489,"Gsize","fg",NULL,NULL,867318
"138587919",18818489,"Fe_Est_Grade","L",NULL,NULL,867317
"138587918",18818489,"Lith1","Sif",NULL,NULL,867313
"86487427",11471479,"Comments","Non Magnetic Mafic",NULL,NULL,511786
"86487426",11471479,"Texture","mas",NULL,NULL,511779
"86487425",11471479,"Mineralisation1","amp",NULL,NULL,511775
"86487424",11471479,"Grain","Fg",NULL,NULL,511774
"86487423",11471479,"Lithology2","Sif",NULL,NULL,511773
"86487422",11471479,"Lithology1","Mb",NULL,NULL,511772
"86487421",11471479,"Colour","bk",NULL,NULL,511769
"62809415",8094642,"H2O","d",NULL,NULL,373143
"62809414",8094642,"SQ","g",NULL,NULL,373142
"62809413",8094642,"Text","bdd",NULL,NULL,373129
"62809412",8094642,"Min4","cly",NULL,NULL,373114
"62809411",8094642,"Min3","hem",NULL,NULL,373112
"62809410",8094642,"Min2","mnt",NULL,NULL,373110
"62809409",8094642,"Min1","sil",NULL,NULL,373108
"62809408",8094642,"Colour1","yebr",NULL,NULL,373107
"62809407",8094642,"Gsize","fg",NULL,NULL,373106
"62809406",8094642,"Fe_Est_Grade","m",NULL,NULL,373105
"62809405",8094642,"Lith1","Sif",NULL,NULL,373101
"62809404",8094642,"Reg","Lkf",NULL,NULL,373100
"138601684",18819941,"Comments","Siltstone with minor thin pelite (shale) layers and quartz veins.  Breccia zone with quartz veins and pyrite veinlets and disseminations between 284.5 to 285 metres.   Quartz veins @ 286m (200 mm wide) and 286.7m (50mm wide).",NULL,NULL,867356
"138601683",18819941,"Slf1pc","3",NULL,NULL,867348
"138601682",18819941,"Slf1","pyr",NULL,NULL,867347
"138601681",18819941,"Vn1pc","8",NULL,NULL,867344
"138601680",18819941,"Vn1","qtz",NULL,NULL,867343
"138601679",18819941,"Text","bdd",NULL,NULL,867341
"138601678",18819941,"Min4","amp",NULL,NULL,867326
"138601677",18819941,"Min3","ser",NULL,NULL,867324
"138601676",18819941,"Min2","bio",NULL,NULL,867322
"138601675",18819941,"Min1","qtz",NULL,NULL,867320
"138601674",18819941,"Colour1","gy",NULL,NULL,867319
"138601673",18819941,"Gsize","fg",NULL,NULL,867318
"138601672",18819941,"Lith1","Spt",NULL,NULL,867313
"186386132",24743348,"Alt Des1","3P",NULL,NULL,1119792
"186386131",24743348,"Alt Min1","SK",NULL,NULL,1119791
"186386130",24743348,"Hardness","H",NULL,NULL,1119781
"186386129",24743348,"Weathering","E",NULL,NULL,1119780
"186386128",24743348,"Grainsize","C",NULL,NULL,1119779
"186386127",24743348,"Colour","1BR",NULL,NULL,1119778
"186386126",24743348,"Lithology2","SIL",NULL,NULL,1119774
"186386125",24743348,"Texture1","PS",NULL,NULL,1119773
"186386124",24743348,"Lithology1","OGV",NULL,NULL,1119772
"208385409",27460456,"MAPINFO_ID","869089",NULL,NULL,1230427
"208385408",27460456,"Vein1_per","30",NULL,NULL,1230421
"208385407",27460456,"Vein1","QZ",NULL,NULL,1230420
"208385406",27460456,"WATER","DR",NULL,NULL,1230418
"208385405",27460456,"Samp_Qual","GS",NULL,NULL,1230417
"208385404",27460456,"Structure","SSF",NULL,NULL,1230416
"208385403",27460456,"Alt1_INT","w",NULL,NULL,1230407
"208385402",27460456,"Alt1","GO",NULL,NULL,1230406
"208385401",27460456,"Mineralogy_3","CY",NULL,NULL,1230403
"208385400",27460456,"Mineralogy_2","GO",NULL,NULL,1230402
"208385399",27460456,"Mineralogy_1","CH",NULL,NULL,1230401
"208385398",27460456,"Text1","SF",NULL,NULL,1230399
"208385397",27460456,"Col_1","TN",NULL,NULL,1230397
"208385396",27460456,"Colour_Int","m",NULL,NULL,1230396
"208385395",27460456,"Regolith_Profile","SR",NULL,NULL,1230394
"208385394",27460456,"Weathering_Oxide","MW",NULL,NULL,1230393
"208385393",27460456,"Code_System","GBG",NULL,NULL,1230392
"208385392",27460456,"Lith3","-",NULL,NULL,1230391
"208385391",27460456,"Lith2","-",NULL,NULL,1230390
"208385390",27460456,"Lith1","ALU",NULL,NULL,1230389
"208385389",27460456,"RockPlot","ALU",NULL,NULL,1230388
