id,dhgeologyid,attributecolumn,attributevalue,modifieddate,modifiedby,mrtdetailid
86497580,11472608,Texture,mas,NULL,NULL,511779
86497579,11472608,Mineralisation2,qtz,NULL,NULL,511776
86497578,11472608,Mineralisation1,mnt,NULL,NULL,511775
86497577,11472608,Grain,fg,NULL,NULL,511774
86497576,11472608,Lithology1,Sif,NULL,NULL,511772
86497575,11472608,Colour,gybk,NULL,NULL,511769
208381946,27460298,MAPINFO_ID,868739,NULL,NULL,1230427
208381945,27460298,Strength,VL,NULL,NULL,1230419
208381944,27460298,WATER,DR,NULL,NULL,1230418
208381943,27460298,Samp_Qual,MS,NULL,NULL,1230417
208381942,27460298,Alt1_INT,m,NULL,NULL,1230407
208381941,27460298,Alt1,FE,NULL,NULL,1230406
208381940,27460298,Mineralogy_2,FE,NULL,NULL,1230402
208381939,27460298,Mineralogy_1,CY,NULL,NULL,1230401
208381938,27460298,Text2,FG,NULL,NULL,1230400
208381937,27460298,Text1,FO,NULL,NULL,1230399
208381936,27460298,Col_2,OL,NULL,NULL,1230398
208381935,27460298,Col_1,TN,NULL,NULL,1230397
208381934,27460298,Colour_Int,m,NULL,NULL,1230396
208381933,27460298,Regolith_Profile,LS,NULL,NULL,1230394
208381932,27460298,Weathering_Oxide,MW,NULL,NULL,1230393
208381931,27460298,Code_System,GBG,NULL,NULL,1230392
208381930,27460298,Lith3,-,NULL,NULL,1230391
208381929,27460298,Lith2,-,NULL,NULL,1230390
208381928,27460298,Lith1,A,NULL,NULL,1230389
208381927,27460298,RockPlot,A,NULL,NULL,1230388
208381926,27460298,Priority,0,NULL,NULL,1230387
208381925,27460298,DataSet,WINDDINE,NULL,NULL,1230383
20540831,2538449,Prospect,Silverstone,NULL,NULL,116915
20540830,2538449,Vein1 %,5,NULL,NULL,116912
20540829,2538449,Vein1,qz,NULL,NULL,116911
20540828,2538449,Texture_Intensity,M,NULL,NULL,116910
20540827,2538449,Texture,bh,NULL,NULL,116909
20540826,2538449,Structure_Intensity,W,NULL,NULL,116908
20540825,2538449,Structure,fo,NULL,NULL,116907
20540824,2538449,Alteration1_Intensity,W,NULL,NULL,116904
20540823,2538449,Alteration1,ch,NULL,NULL,116903
20540822,2538449,Mineralisation3,ch,NULL,NULL,116902
20540821,2538449,Mineralisation2,si,NULL,NULL,116901
20540820,2538449,Mineralisation1,qz,NULL,NULL,116900
20540819,2538449,Colour,lgygn,NULL,NULL,116899
20540818,2538449,Grain_Size,vfg,NULL,NULL,116898
20540817,2538449,Lithology1,Ash,NULL,NULL,116896
20540816,2538449,Weathering_Intensity,sw,NULL,NULL,116894
32262254,4397919,Comments,Brn - gybrn BIF - brn-grey streak on plate,NULL,NULL,262833
32262253,4397919,H2O,d,NULL,NULL,262832
32262252,4397919,Texture,bnd,NULL,NULL,262822
32262251,4397919,Mineralisation3,qtz,NULL,NULL,262813
32262250,4397919,Mineralisation2,goe,NULL,NULL,262812
32262249,4397919,Mineralisation1,hem,NULL,NULL,262811
32262248,4397919,Grain Size,fg,NULL,NULL,262810
32262247,4397919,Lithology1,Sif,NULL,NULL,262805
32262246,4397919,Regolith,Lkf,NULL,NULL,262804
32262245,4397919,Colour,gybr,NULL,NULL,262802
73097493,9640566,Comments,fixing poor returns from 6:30 til 10:30am 17/11/05,NULL,NULL,445160
73097492,9640566,Sample,G,NULL,NULL,445158
73097491,9640566,Vein1%,10,NULL,NULL,445155
73097490,9640566,Vein1,qtz,NULL,NULL,445154
73097489,9640566,Texture,pow,NULL,NULL,445153
73097488,9640566,Structure,mas,NULL,NULL,445152
73097487,9640566,Mineralisation3,sil,NULL,NULL,445151
73097486,9640566,Mineralisation2,goe,NULL,NULL,445150
73097485,9640566,Mineralisation1,hem,NULL,NULL,445149
73097484,9640566,Grain,fg,NULL,NULL,445148
73097483,9640566,Lithology1,Sif,NULL,NULL,445146
73097482,9640566,Regolith,Lkf,NULL,NULL,445145
73097481,9640566,Colour,rdbr,NULL,NULL,445143
86483100,11470835,Comments,green aegerite seams; blackish biotite? Beds local shale/siltst interbeds; locally laminated and 8mm stubby augite poikiloblasts,NULL,NULL,511786
86483099,11470835,Texture,bed,NULL,NULL,511779
86483098,11470835,Mineralisation3,bio,NULL,NULL,511777
86483097,11470835,Mineralisation2,aeg,NULL,NULL,511776
86483096,11470835,Mineralisation1,mnt,NULL,NULL,511775
86483095,11470835,Lithology2,Ssq,NULL,NULL,511773
86483094,11470835,Lithology1,Sif,NULL,NULL,511772
86483093,11470835,Colour,gygn,NULL,NULL,511769
235816313,31785833,Comments,clays only; no chips,NULL,NULL,1390524
235816312,31785833,H2O,d,NULL,NULL,1390523
235816311,31785833,SQ,g,NULL,NULL,1390522
235816310,31785833,Text,pow,NULL,NULL,1390509
235816309,31785833,Min3,hem,NULL,NULL,1390492
235816308,31785833,Min2,sil,NULL,NULL,1390490
235816307,31785833,Min1,cly,NULL,NULL,1390488
235816306,31785833,Colour1,rd,NULL,NULL,1390487
235816305,31785833,Gsize,vfg,NULL,NULL,1390486
235816304,31785833,Lith1,Ssh,NULL,NULL,1390481
235816303,31785833,Reg,Lcf,NULL,NULL,1390480
208373153,27459893,MAPINFO_ID,867351,NULL,NULL,1230427
208373152,27459893,Comments,70cm CL,NULL,NULL,1230425
208373151,27459893,Vein1_per,80,NULL,NULL,1230421
208373150,27459893,Vein1,QZ,NULL,NULL,1230420
208373149,27459893,Samp_Qual,VP,NULL,NULL,1230417
208373148,27459893,Sulph2_per,1,NULL,NULL,1230413
208373147,27459893,Sulph2,CPY,NULL,NULL,1230412
208373146,27459893,Sulph1_per,4,NULL,NULL,1230411
208373145,27459893,Sulph1,PY,NULL,NULL,1230410
208373144,27459893,Alt2_INT,m,NULL,NULL,1230409
208373143,27459893,Alt2,SE,NULL,NULL,1230408
208373142,27459893,Alt1_INT,w,NULL,NULL,1230407
208373141,27459893,Alt1,HM,NULL,NULL,1230406
208373140,27459893,Mineralogy_4,CH,NULL,NULL,1230404
208373139,27459893,Mineralogy_3,HM,NULL,NULL,1230403
208373138,27459893,Mineralogy_2,SE,NULL,NULL,1230402
208373137,27459893,Mineralogy_1,SI,NULL,NULL,1230401
208373136,27459893,Col_1,GY,NULL,NULL,1230397
208373135,27459893,Colour_Int,L,NULL,NULL,1230396
208373134,27459893,Regolith_Profile,SR,NULL,NULL,1230394
208373133,27459893,Weathering_Oxide,SW,NULL,NULL,1230393
208373132,27459893,Code_System,GBG,NULL,NULL,1230392
208373131,27459893,Lith3,-,NULL,NULL,1230391
208373130,27459893,Lith2,AC,NULL,NULL,1230390
208373129,27459893,Lith1,VQ,NULL,NULL,1230389
208373128,27459893,RockPlot,VQ/AC,NULL,NULL,1230388
208373127,27459893,Priority,0,NULL,NULL,1230387
208373126,27459893,DataSet,WINDDINE,NULL,NULL,1230383
223133215,29938113,Strength,L,NULL,NULL,1316918
223133214,29938113,WATER,DR,NULL,NULL,1316917
223133213,29938113,Mineralogy_2,CY,NULL,NULL,1316901
223133212,29938113,Mineralogy_1,KF,NULL,NULL,1316900
223133211,29938113,Text1,MG,NULL,NULL,1316898
223133210,29938113,Col_1,GN,NULL,NULL,1316896
223133209,29938113,Weathering_Profile,LS,NULL,NULL,1316893
223133208,29938113,Weathering_Oxide,MW,NULL,NULL,1316892
223133207,29938113,Lith3,-,NULL,NULL,1316891
223133206,29938113,Lith2,-,NULL,NULL,1316890
223133205,29938113,Lith1,AU,NULL,NULL,1316889
223133204,29938113,DataSet,SSTONE,NULL,NULL,1316885
223139336,29938479,Vein1,QC,NULL,NULL,1316919
223139335,29938479,Strength,M,NULL,NULL,1316918
223139334,29938479,Samp_Qual,GS,NULL,NULL,1316916
223139333,29938479,Structure,WSF,NULL,NULL,1316915
223139332,29938479,Sulph1_per,0.1,NULL,NULL,1316910
223139331,29938479,Sulph1,PY,NULL,NULL,1316909
223139330,29938479,Alt2_INT,W,NULL,NULL,1316908
223139329,29938479,Alt2,SI,NULL,NULL,1316907
223139328,29938479,Alt1_INT,w,NULL,NULL,1316906
223139327,29938479,Alt1,FE,NULL,NULL,1316905
223139326,29938479,Mineralogy_5,SI,NULL,NULL,1316904
223139325,29938479,Mineralogy_4,FE,NULL,NULL,1316903
223139324,29938479,Mineralogy_3,CH,NULL,NULL,1316902
223139323,29938479,Mineralogy_2,KA,NULL,NULL,1316901
223139322,29938479,Mineralogy_1,SE,NULL,NULL,1316900
223139321,29938479,Text1,FO,NULL,NULL,1316898
223139320,29938479,Col_2,BN,NULL,NULL,1316897
223139319,29938479,Col_1,GN,NULL,NULL,1316896
223139318,29938479,Colour_Int,l,NULL,NULL,1316895
223139317,29938479,Weathering_Profile,LS,NULL,NULL,1316893
223139316,29938479,Weathering_Oxide,HW,NULL,NULL,1316892
223139315,29938479,Lith3,-,NULL,NULL,1316891
223139314,29938479,Lith2,-,NULL,NULL,1316890
223139313,29938479,Lith1,AU,NULL,NULL,1316889
223139312,29938479,DataSet,SSTONE,NULL,NULL,1316885
86502916,11473212,Comments,Lbr clay + 5-20% ferrug {martite} cherty chips - Sif  layers,NULL,NULL,511786
86502915,11473212,H2O,d,NULL,NULL,511785
86502914,11473212,SQ,G,NULL,NULL,511784
86502913,11473212,Texture,mas,NULL,NULL,511779
86502912,11473212,Structure,mot,NULL,NULL,511778
86502911,11473212,Mineralisation3,qtz,NULL,NULL,511777
86502910,11473212,Mineralisation2,goe,NULL,NULL,511776
86502909,11473212,Mineralisation1,cly,NULL,NULL,511775
86502908,11473212,Grain,fg,NULL,NULL,511774
86502907,11473212,Lithology2,Sif,NULL,NULL,511773
86502906,11473212,Lithology1,S,NULL,NULL,511772
86502905,11473212,Regolith,Lk,NULL,NULL,511771
86502904,11473212,Colour,lbrbr,NULL,NULL,511769
86498100,11472667,Vein2,pyr,NULL,NULL,511782
86498099,11472667,Vein1%,15,NULL,NULL,511781
86498098,11472667,Vein1,qtz,NULL,NULL,511780
86498097,11472667,Texture,bnd,NULL,NULL,511779
86498096,11472667,Structure,mas,NULL,NULL,511778
86498095,11472667,Mineralisation3,pyr,NULL,NULL,511777
86498094,11472667,Mineralisation2,qtz,NULL,NULL,511776
86498093,11472667,Mineralisation1,mnt,NULL,NULL,511775
86498092,11472667,Grain,fg,NULL,NULL,511774
86498091,11472667,Lithology2,V,NULL,NULL,511773
86498090,11472667,Lithology1,Sif,NULL,NULL,511772
86498089,11472667,Colour,dgybk,NULL,NULL,511769
186404657,24745622,Comments,GREY SHALE,NULL,NULL,1119799
186404656,24745622,Alt Des1,1P,NULL,NULL,1119792
186404655,24745622,Alt Min1,CL,NULL,NULL,1119791
186404654,24745622,Hardness,S,NULL,NULL,1119781
186404653,24745622,Weathering,H,NULL,NULL,1119780
186404652,24745622,Grainsize,F,NULL,NULL,1119779
186404651,24745622,Colour,3GY,NULL,NULL,1119778
186404650,24745622,Texture1,LM,NULL,NULL,1119773
186404649,24745622,Lithology1,SSH,NULL,NULL,1119772
86485570,11471147,Comments,86 base of oxidation. Mixed fresh basalt and shale,NULL,NULL,511786
86485569,11471147,Mineralisation1,cly,NULL,NULL,511775
86485568,11471147,Lithology2,Mb,NULL,NULL,511773
86485567,11471147,Lithology1,Ssh,NULL,NULL,511772
86485566,11471147,Regolith,Lr,NULL,NULL,511771
186356138,24739836,Hardness,H,NULL,NULL,1119781
186356137,24739836,Weathering,M,NULL,NULL,1119780
186356136,24739836,Grainsize,F,NULL,NULL,1119779
186356135,24739836,Colour,3BR,NULL,NULL,1119778
186356134,24739836,Texture1,LM,NULL,NULL,1119773
186356133,24739836,Lithology1,SCP,NULL,NULL,1119772
32263217,4398038,Texture,mas,NULL,NULL,262822
32263216,4398038,Mineralisation1,hem,NULL,NULL,262811
32263215,4398038,Grain Size,fg,NULL,NULL,262810
32263214,4398038,Fe Est. Grade,H,NULL,NULL,262809
32263213,4398038,Fe1,HOM,NULL,NULL,262807
32263212,4398038,Lithology1,Sif,NULL,NULL,262805
32263211,4398038,Regolith,Lsf,NULL,NULL,262804
32263210,4398038,Weathering Intensity,S,NULL,NULL,262803
32263209,4398038,Colour,bkdbr,NULL,NULL,262802
86483882,11470935,Comments,amphibolitic shales/siltst; metasediments; local zones pin head size garnets with garnets ubiquitous from 329m onwards; phyllitic; non magnetic EOH=340.5m,NULL,NULL,511786
86483881,11470935,Texture,bed,NULL,NULL,511779
86483880,11470935,Mineralisation2,gnt,NULL,NULL,511776
86483879,11470935,Mineralisation1,amp,NULL,NULL,511775
86483878,11470935,Lithology2,Spt,NULL,NULL,511773
86483877,11470935,Lithology1,Ssh,NULL,NULL,511772
86512694,11474234,H2O,d,NULL,NULL,511785
86512693,11474234,SQ,g,NULL,NULL,511784
86512692,11474234,Texture,bdd,NULL,NULL,511779
86512691,11474234,Mineralisation3,cly,NULL,NULL,511777
86512690,11474234,Mineralisation2,qtz,NULL,NULL,511776
86512689,11474234,Mineralisation1,mnt,NULL,NULL,511775
86512688,11474234,Grain,fg,NULL,NULL,511774
86512687,11474234,Lithology1,Sif,NULL,NULL,511772
86512686,11474234,Colour,dgy,NULL,NULL,511769
86487722,11471521,H2O,d,NULL,NULL,511785
86487721,11471521,SQ,gs,NULL,NULL,511784
86487720,11471521,Texture,mas,NULL,NULL,511779
86487719,11471521,Mineralisation3,qtz,NULL,NULL,511777
86487718,11471521,Mineralisation2,goe,NULL,NULL,511776
86487717,11471521,Mineralisation1,hem,NULL,NULL,511775
86487716,11471521,Grain,fg,NULL,NULL,511774
86487715,11471521,Lithology1,Sif,NULL,NULL,511772
86487714,11471521,Regolith,Lkf,NULL,NULL,511771
86487713,11471521,Colour,dbr,NULL,NULL,511769
86500662,11472975,Texture,bnd,NULL,NULL,511779
86500661,11472975,Structure,mas,NULL,NULL,511778
86500660,11472975,Mineralisation2,qtz,NULL,NULL,511776
86500659,11472975,Mineralisation1,mnt,NULL,NULL,511775
86500658,11472975,Grain,fmg,NULL,NULL,511774
86500657,11472975,Lithology1,Sif,NULL,NULL,511772
86500656,11472975,Colour,dgy,NULL,NULL,511769
86523519,11475344,H2O,d,NULL,NULL,511785
86523518,11475344,SQ,gs,NULL,NULL,511784
86523517,11475344,Texture,fol,NULL,NULL,511779
86523516,11475344,Mineralisation3,hem,NULL,NULL,511777
86523515,11475344,Mineralisation2,non,NULL,NULL,511776
86523514,11475344,Mineralisation1,cly,NULL,NULL,511775
86523513,11475344,Grain,fg,NULL,NULL,511774
86523512,11475344,Lithology1,Slc,NULL,NULL,511772
86523511,11475344,Regolith,Lk,NULL,NULL,511771
86523510,11475344,Colour,brlgn,NULL,NULL,511769
103449363,13618576,Comments,Granitic intrusion,NULL,NULL,620827
103449362,13618576,H2O,d,NULL,NULL,620826
103449361,13618576,SQ,g,NULL,NULL,620825
103449360,13618576,Text,mas,NULL,NULL,620812
103449359,13618576,Min4,cly,NULL,NULL,620797
103449358,13618576,Min3,qtz,NULL,NULL,620795
103449357,13618576,Min2,bio,NULL,NULL,620793
103449356,13618576,Min1,fpr,NULL,NULL,620791
103449355,13618576,Colour1,crrd,NULL,NULL,620790
103449354,13618576,Lith1,Fgd,NULL,NULL,620784
103449353,13618576,Reg,Ls,NULL,NULL,620783
73095664,9640386,Texture,mas,NULL,NULL,445153
73095663,9640386,Mineralisation3,HOM,NULL,NULL,445151
73095662,9640386,Mineralisation2,GHH,NULL,NULL,445150
73095661,9640386,Mineralisation1,HOH,NULL,NULL,445149
73095660,9640386,Grain,fg,NULL,NULL,445148
73095659,9640386,Lithology1,Sif,NULL,NULL,445146
73095658,9640386,Regolith,Lkf,NULL,NULL,445145
73095657,9640386,Colour,brrd,NULL,NULL,445143
138589601,18818644,Comments,magnetite bluish quartzite riebeckite aegerine; as above with conspicuous blue rims to quartzite and seams of rieb in magnetite rich beds,NULL,NULL,867356
138589600,18818644,Min3,aeg,NULL,NULL,867324
138589599,18818644,Min2,rbk,NULL,NULL,867322
138589598,18818644,Min1,mnt,NULL,NULL,867320
138589597,18818644,Colour1,bu,NULL,NULL,867319
138589596,18818644,Lith2,Ssq,NULL,NULL,867314
138589595,18818644,Lith1,Sif,NULL,NULL,867313
73097063,9640528,Comments,Clay oxidised shales cemented bedrock,NULL,NULL,445160
73097062,9640528,Moisture,d,NULL,NULL,445159
73097061,9640528,Sample,G,NULL,NULL,445158
73097060,9640528,Texture,pow,NULL,NULL,445153
73097059,9640528,Mineralisation3,goe,NULL,NULL,445151
73097058,9640528,Mineralisation2,sil,NULL,NULL,445150
73097057,9640528,Mineralisation1,cly,NULL,NULL,445149
73097056,9640528,Grain,vfg,NULL,NULL,445148
73097055,9640528,Lithology1,Ssh,NULL,NULL,445146
73097054,9640528,Regolith,Lk,NULL,NULL,445145
73097053,9640528,Colour,lgybr,NULL,NULL,445143
186394148,24744327,Comments,some reddish chips,NULL,NULL,1119799
186394147,24744327,Hardness,S,NULL,NULL,1119781
186394146,24744327,Weathering,H,NULL,NULL,1119780
186394145,24744327,Grainsize,F,NULL,NULL,1119779
186394144,24744327,Colour,2BR,NULL,NULL,1119778
186394143,24744327,Lithology2,SUN,NULL,NULL,1119774
186394142,24744327,Lithology1,CL,NULL,NULL,1119772
186397903,24744848,Comments,abundant ironstone chips,NULL,NULL,1119799
186397902,24744848,Alt Des1,2P,NULL,NULL,1119792
186397901,24744848,Alt Min1,GO,NULL,NULL,1119791
186397900,24744848,Hardness,H,NULL,NULL,1119781
186397899,24744848,Weathering,E,NULL,NULL,1119780
186397898,24744848,Grainsize,C,NULL,NULL,1119779
186397897,24744848,Colour,2BR,NULL,NULL,1119778
186397896,24744848,Texture1,PS,NULL,NULL,1119773
186397895,24744848,Lithology1,OGV,NULL,NULL,1119772
223138020,29938411,Strength,M,NULL,NULL,1316918
223138019,29938411,Alt2_INT,s,NULL,NULL,1316908
223138018,29938411,Alt2,SI,NULL,NULL,1316907
223138017,29938411,Alt1_INT,m,NULL,NULL,1316906
223138016,29938411,Alt1,HM,NULL,NULL,1316905
223138015,29938411,Mineralogy_2,GO,NULL,NULL,1316901
223138014,29938411,Mineralogy_1,CY,NULL,NULL,1316900
223138013,29938411,Text1,LM,NULL,NULL,1316898
223138012,29938411,Col_2,GY,NULL,NULL,1316897
223138011,29938411,Col_1,RD,NULL,NULL,1316896
223138010,29938411,Colour_Int,l,NULL,NULL,1316895
223138009,29938411,Weathering_Profile,US,NULL,NULL,1316893
223138008,29938411,Weathering_Oxide,HW,NULL,NULL,1316892
223138007,29938411,Lith3,-,NULL,NULL,1316891
223138006,29938411,Lith2,QASI,NULL,NULL,1316890
223138005,29938411,Lith1,AU,NULL,NULL,1316889
223138004,29938411,DataSet,SSTONE,NULL,NULL,1316885
208367458,27459619,MAPINFO_ID,861915,NULL,NULL,1230427
208367457,27459619,Strength,VL,NULL,NULL,1230419
208367456,27459619,WATER,DR,NULL,NULL,1230418
208367455,27459619,Samp_Qual,GS,NULL,NULL,1230417
208367454,27459619,Structure,SSF,NULL,NULL,1230416
208367453,27459619,Alt1_INT,s,NULL,NULL,1230407
208367452,27459619,Alt1,HM,NULL,NULL,1230406
208367451,27459619,Mineralogy_4,HM,NULL,NULL,1230404
208367450,27459619,Mineralogy_3,SE,NULL,NULL,1230403
208367449,27459619,Mineralogy_2,CH,NULL,NULL,1230402
208367448,27459619,Mineralogy_1,CY,NULL,NULL,1230401
208367447,27459619,Text2,FG,NULL,NULL,1230400
208367446,27459619,Text1,SH,NULL,NULL,1230399
208367445,27459619,Col_2,BN,NULL,NULL,1230398
208367444,27459619,Col_1,RD,NULL,NULL,1230397
208367443,27459619,Colour_Int,m,NULL,NULL,1230396
208367442,27459619,Regolith_Profile,US,NULL,NULL,1230394
208367441,27459619,Weathering_Oxide,HW,NULL,NULL,1230393
208367440,27459619,Code_System,GBG,NULL,NULL,1230392
208367439,27459619,Lith3,-,NULL,NULL,1230391
208367438,27459619,Lith2,-,NULL,NULL,1230390
208367437,27459619,Lith1,ALU,NULL,NULL,1230389
208367436,27459619,RockPlot,ALU,NULL,NULL,1230388
208367435,27459619,Priority,0,NULL,NULL,1230387
208367434,27459619,DataSet,WINDDINE,NULL,NULL,1230383
232125314,31196263,AltInt12,STG,NULL,NULL,1366750
232125313,31196263,AltType12,CY,NULL,NULL,1366749
232125312,31196263,AltInt11,STG,NULL,NULL,1366748
232125311,31196263,AltType11,FE,NULL,NULL,1366747
232125310,31196263,Lith2,COLV,NULL,NULL,1366744
232125309,31196263,Desc13,PIS,NULL,NULL,1366742
232125308,31196263,Desc12,IN,NULL,NULL,1366741
232125307,31196263,Desc11,SAN,NULL,NULL,1366740
232125306,31196263,Lith1,CLY,NULL,NULL,1366739
232125305,31196263,Regolith_Profile_Code,DTU,NULL,NULL,1366738
232125304,31196263,Colour_Code,RE,NULL,NULL,1366737
232125303,31196263,Degree of Weathering,s,NULL,NULL,1366736
232125302,31196263,Drilling_Type,rab,NULL,NULL,1366733
86509993,11473951,Comments,Lbr - br clays + bedded chert chips + Ferrug fragments/BIF chips? - Conglomerate?,NULL,NULL,511786
86509992,11473951,H2O,w,NULL,NULL,511785
86509991,11473951,SQ,ms,NULL,NULL,511784
86509990,11473951,Texture,mas,NULL,NULL,511779
86509989,11473951,Mineralisation3,goe,NULL,NULL,511777
86509988,11473951,Mineralisation2,qtz,NULL,NULL,511776
86509987,11473951,Mineralisation1,cly,NULL,NULL,511775
86509986,11473951,Grain,fg,NULL,NULL,511774
86509985,11473951,Lithology2,Ssh,NULL,NULL,511773
86509984,11473951,Lithology1,Sct,NULL,NULL,511772
86509983,11473951,Regolith,Lkf,NULL,NULL,511771
86509982,11473951,Colour,br,NULL,NULL,511769
86509836,11473937,Comments,3-5% qtz vng,NULL,NULL,511786
86509835,11473937,H2O,d,NULL,NULL,511785
86509834,11473937,SQ,gs,NULL,NULL,511784
86509833,11473937,Vein1%,4,NULL,NULL,511781
86509832,11473937,Vein1,qtz,NULL,NULL,511780
86509831,11473937,Texture,mas,NULL,NULL,511779
86509830,11473937,Mineralisation3,qtz,NULL,NULL,511777
86509829,11473937,Mineralisation2,hem,NULL,NULL,511776
86509828,11473937,Mineralisation1,goe,NULL,NULL,511775
86509827,11473937,Grain,fg,NULL,NULL,511774
86509826,11473937,Lithology1,Sif,NULL,NULL,511772
86509825,11473937,Regolith,Lkf,NULL,NULL,511771
86509824,11473937,Colour,dgybr,NULL,NULL,511769
86485771,11471171,Texture,bnd,NULL,NULL,511779
86485770,11471171,Mineralisation3,cly,NULL,NULL,511777
86485769,11471171,Mineralisation2,mnt,NULL,NULL,511776
86485768,11471171,Mineralisation1,hem,NULL,NULL,511775
86485767,11471171,Grain,fg,NULL,NULL,511774
86485766,11471171,Lithology1,Sif,NULL,NULL,511772
86485765,11471171,Regolith,Lsf,NULL,NULL,511771
86485764,11471171,Colour,brpp,NULL,NULL,511769
138593774,18819061,Comments,Trace qtz and Jasper,NULL,NULL,867356
138593773,18819061,H2O,d,NULL,NULL,867355
138593772,18819061,SQ,g,NULL,NULL,867354
138593771,18819061,Vn1,qtz,NULL,NULL,867343
138593770,18819061,Text,bdd,NULL,NULL,867341
138593769,18819061,Min3,jsp,NULL,NULL,867324
138593768,18819061,Min2,sil,NULL,NULL,867322
138593767,18819061,Min1,mnt,NULL,NULL,867320
138593766,18819061,Colour1,gy,NULL,NULL,867319
138593765,18819061,Gsize,fg,NULL,NULL,867318
138593764,18819061,Fe_Est_Grade,m,NULL,NULL,867317
138593763,18819061,Lith1,Sif,NULL,NULL,867313
138593305,18819020,Comments,broken to crushed shale; with slickensides; ,NULL,NULL,867356
138593304,18819020,Slf1pc,4,NULL,NULL,867348
138593303,18819020,Slf1,pyo,NULL,NULL,867347
138593302,18819020,Text,frg,NULL,NULL,867341
138593301,18819020,Min3,amp,NULL,NULL,867324
138593300,18819020,Min2,bio,NULL,NULL,867322
138593299,18819020,Min1,qtz,NULL,NULL,867320
138593298,18819020,Colour1,gy,NULL,NULL,867319
138593297,18819020,Gsize,vfg,NULL,NULL,867318
138593296,18819020,Lith1,Tx,NULL,NULL,867313
223157074,29939631,Strength,EL,NULL,NULL,1316918
223157073,29939631,WATER,DR,NULL,NULL,1316917
223157072,29939631,Samp_Qual,GS,NULL,NULL,1316916
223157071,29939631,Alt1,CY,NULL,NULL,1316905
223157070,29939631,Mineralogy_2,CY,NULL,NULL,1316901
223157069,29939631,Mineralogy_1,GO,NULL,NULL,1316900
223157068,29939631,Col_2,BN,NULL,NULL,1316897
223157067,29939631,Col_1,YW,NULL,NULL,1316896
223157066,29939631,Weathering_Profile,US,NULL,NULL,1316893
223157065,29939631,Weathering_Oxide,EW,NULL,NULL,1316892
223157064,29939631,Lith3,-,NULL,NULL,1316891
223157063,29939631,Lith2,-,NULL,NULL,1316890
223157062,29939631,Lith1,AU,NULL,NULL,1316889
223157061,29939631,DataSet,WINDDINE,NULL,NULL,1316885
103449495,13618592,Comments,Some clay among dgy chips,NULL,NULL,620827
103449494,13618592,H2O,d,NULL,NULL,620826
103449493,13618592,SQ,g,NULL,NULL,620825
103449492,13618592,Colour1,orgy,NULL,NULL,620790
103449491,13618592,Gsize,fg,NULL,NULL,620789
103449490,13618592,Lith2,Ssh,NULL,NULL,620785
103449489,13618592,Lith1,Spt,NULL,NULL,620784
138587022,18818405,Vn1pc,10,NULL,NULL,867344
138587021,18818405,Vn1,qtz,NULL,NULL,867343
138587020,18818405,Text,bnd,NULL,NULL,867341
138587019,18818405,Min3,aeg,NULL,NULL,867324
138587018,18818405,Min2,qtz,NULL,NULL,867322
138587017,18818405,Min1,mnt,NULL,NULL,867320
138587016,18818405,Colour1,gy,NULL,NULL,867319
138587015,18818405,Gsize,fg,NULL,NULL,867318
138587014,18818405,Lith1,Sif,NULL,NULL,867313
138600692,18819835,Comments,fg;mg sediment (saprock; grewacke;meta pelite?),NULL,NULL,867356
138600691,18819835,Struc,mas,NULL,NULL,867339
138600690,18819835,Min1,cly,NULL,NULL,867320
138600689,18819835,Colour1,gy,NULL,NULL,867319
138600688,18819835,Gsize,fg,NULL,NULL,867318
138600687,18819835,Lith1,S,NULL,NULL,867313
138600686,18819835,Reg,Lr,NULL,NULL,867312
86481713,11470653,H2O,d,NULL,NULL,511785
86481712,11470653,SQ,G,NULL,NULL,511784
86481711,11470653,Texture,mas,NULL,NULL,511779
86481710,11470653,Structure,bnd,NULL,NULL,511778
86481709,11470653,Mineralisation2,qtz,NULL,NULL,511776
86481708,11470653,Mineralisation1,mnt,NULL,NULL,511775
86481707,11470653,Grain,fg,NULL,NULL,511774
86481706,11470653,Lithology1,Sif,NULL,NULL,511772
86481705,11470653,Colour,dbrgy,NULL,NULL,511769
86524420,11475449,Mineralisation3,sil,NULL,NULL,511777
86524419,11475449,Mineralisation2,hem,NULL,NULL,511776
86524418,11475449,Mineralisation1,goe,NULL,NULL,511775
86524417,11475449,Grain,fg,NULL,NULL,511774
86524416,11475449,Lithology1,Sif,NULL,NULL,511772
86524415,11475449,Regolith,Lsf,NULL,NULL,511771
86524414,11475449,Colour,br,NULL,NULL,511769
103448055,13618424,Comments,EOH;Water,NULL,NULL,620827
103448054,13618424,H2O,w,NULL,NULL,620826
103448053,13618424,Min2,bio,NULL,NULL,620793
103448052,13618424,Min1,fpr,NULL,NULL,620791
103448051,13618424,Colour1,gy,NULL,NULL,620790
103448050,13618424,Gsize,mg,NULL,NULL,620789
103448049,13618424,Lith1,M,NULL,NULL,620784
223109648,29936658,WATER,DR,NULL,NULL,1316917
223109647,29936658,Samp_Qual,GS,NULL,NULL,1316916
223109646,29936658,Structure,FO,NULL,NULL,1316915
223109645,29936658,Alt1,CB,NULL,NULL,1316905
223109644,29936658,Mineralogy_3,PX,NULL,NULL,1316902
223109643,29936658,Mineralogy_2,CB,NULL,NULL,1316901
223109642,29936658,Mineralogy_1,TA,NULL,NULL,1316900
