id,collarid,fromdepth,todepth,units,accuracy,modifieddate,modifiedby,mrtfileid
18816847,1233148,38,44,NULL,NULL,NULL,NULL,37131
18816848,1233148,44,50,NULL,NULL,NULL,NULL,37131
18816849,1233148,50,54,NULL,NULL,NULL,NULL,37131
18816850,1233148,54,61,NULL,NULL,NULL,NULL,37131
18816851,1233148,61,65,NULL,NULL,NULL,NULL,37131
18816852,1233148,65,70,NULL,NULL,NULL,NULL,37131
18816853,1233148,70,91,NULL,NULL,NULL,NULL,37131
18817040,1233143,60,144,NULL,NULL,NULL,NULL,37131
18817041,1233142,0,2,NULL,NULL,NULL,NULL,37131
18817042,1233142,2,7,NULL,NULL,NULL,NULL,37131
18817043,1233142,7,26,NULL,NULL,NULL,NULL,37131
18817044,1233142,26,33,NULL,NULL,NULL,NULL,37131
18817045,1233142,33,49,NULL,NULL,NULL,NULL,37131
18817046,1233142,49,86,NULL,NULL,NULL,NULL,37131
18817047,1233142,86,90,NULL,NULL,NULL,NULL,37131
18817048,1233142,90,94,NULL,NULL,NULL,NULL,37131
18817049,1233142,94,100,NULL,NULL,NULL,NULL,37131
18817050,1233142,100,111,NULL,NULL,NULL,NULL,37131
18817051,1233142,111,121,NULL,NULL,NULL,NULL,37131
18817052,1233142,121,126,NULL,NULL,NULL,NULL,37131
18817053,1233142,128,130,NULL,NULL,NULL,NULL,37131
18817054,1233142,130,144,NULL,NULL,NULL,NULL,37131
18817055,1233142,144,148,NULL,NULL,NULL,NULL,37131
18817056,1233142,148,170,NULL,NULL,NULL,NULL,37131
18817057,1233141,0,6,NULL,NULL,NULL,NULL,37131
18817058,1233141,6,11,NULL,NULL,NULL,NULL,37131
18817059,1233141,11,14,NULL,NULL,NULL,NULL,37131
18817060,1233141,14,18,NULL,NULL,NULL,NULL,37131
18817061,1233141,18,19,NULL,NULL,NULL,NULL,37131
18817062,1233141,19,30,NULL,NULL,NULL,NULL,37131
18817063,1233141,30,44,NULL,NULL,NULL,NULL,37131
18817064,1233141,44,48,NULL,NULL,NULL,NULL,37131
18817065,1233141,48,65,NULL,NULL,NULL,NULL,37131
18817066,1233141,65,81,NULL,NULL,NULL,NULL,37131
18817067,1233141,81,94,NULL,NULL,NULL,NULL,37131
18817068,1233141,94,180,NULL,NULL,NULL,NULL,37131
18817069,1233140,0,7,NULL,NULL,NULL,NULL,37131
18817070,1233140,7,13,NULL,NULL,NULL,NULL,37131
18817071,1233140,13,31,NULL,NULL,NULL,NULL,37131
18817072,1233140,31,40,NULL,NULL,NULL,NULL,37131
18817073,1233140,40,59,NULL,NULL,NULL,NULL,37131
18817074,1233140,59,63,NULL,NULL,NULL,NULL,37131
18817075,1233140,63,85,NULL,NULL,NULL,NULL,37131
18817076,1233140,85,92,NULL,NULL,NULL,NULL,37131
18817077,1233140,92,180,NULL,NULL,NULL,NULL,37131
18817078,1233139,0,5,NULL,NULL,NULL,NULL,37131
18817079,1233139,5,9,NULL,NULL,NULL,NULL,37131
18817080,1233139,9,12,NULL,NULL,NULL,NULL,37131
18817081,1233139,12,16,NULL,NULL,NULL,NULL,37131
18817082,1233139,16,20,NULL,NULL,NULL,NULL,37131
18817083,1233139,20,27,NULL,NULL,NULL,NULL,37131
18817084,1233139,27,30,NULL,NULL,NULL,NULL,37131
18817085,1233139,30,48,NULL,NULL,NULL,NULL,37131
18817086,1233139,48,51,NULL,NULL,NULL,NULL,37131
18817087,1233139,51,72,NULL,NULL,NULL,NULL,37131
18817088,1233139,72,77,NULL,NULL,NULL,NULL,37131
18817089,1233139,77,109,NULL,NULL,NULL,NULL,37131
18817090,1233139,109,110,NULL,NULL,NULL,NULL,37131
18817091,1233139,110,131,NULL,NULL,NULL,NULL,37131
18817092,1233139,131,136,NULL,NULL,NULL,NULL,37131
18817093,1233139,136,151,NULL,NULL,NULL,NULL,37131
18817094,1233139,151,169,NULL,NULL,NULL,NULL,37131
18817095,1233139,169,180,NULL,NULL,NULL,NULL,37131
18817096,1233138,0,9,NULL,NULL,NULL,NULL,37131
18817097,1233138,9,12,NULL,NULL,NULL,NULL,37131
18817098,1233138,12,35,NULL,NULL,NULL,NULL,37131
18817099,1233138,35,45,NULL,NULL,NULL,NULL,37131
18817100,1233138,45,154,NULL,NULL,NULL,NULL,37131
18817101,1233137,0,5,NULL,NULL,NULL,NULL,37131
18817102,1233137,5,13,NULL,NULL,NULL,NULL,37131
18817103,1233137,13,31,NULL,NULL,NULL,NULL,37131
18817104,1233137,31,51,NULL,NULL,NULL,NULL,37131
18817105,1233137,51,55,NULL,NULL,NULL,NULL,37131
18817106,1233137,55,66,NULL,NULL,NULL,NULL,37131
18817107,1233137,66,71,NULL,NULL,NULL,NULL,37131
18817108,1233137,71,82,NULL,NULL,NULL,NULL,37131
18817109,1233137,82,106,NULL,NULL,NULL,NULL,37131
18817110,1233137,106,270,NULL,NULL,NULL,NULL,37131
18817111,1233136,0,8,NULL,NULL,NULL,NULL,37131
18817112,1233136,8,12,NULL,NULL,NULL,NULL,37131
18817113,1233136,12,23,NULL,NULL,NULL,NULL,37131
18817114,1233136,23,34,NULL,NULL,NULL,NULL,37131
18817115,1233136,34,45,NULL,NULL,NULL,NULL,37131
18817116,1233136,45,51,NULL,NULL,NULL,NULL,37131
18817117,1233136,51,69,NULL,NULL,NULL,NULL,37131
18817118,1233136,69,76,NULL,NULL,NULL,NULL,37131
18817119,1233136,76,82,NULL,NULL,NULL,NULL,37131
18817120,1233136,82,153,NULL,NULL,NULL,NULL,37131
18817121,1233136,153,168,NULL,NULL,NULL,NULL,37131
18817122,1233136,168,177,NULL,NULL,NULL,NULL,37131
18817123,1233136,177,186,NULL,NULL,NULL,NULL,37131
18817124,1233135,0,5,NULL,NULL,NULL,NULL,37131
18817125,1233135,5,7,NULL,NULL,NULL,NULL,37131
18817126,1233135,7,10,NULL,NULL,NULL,NULL,37131
18817127,1233135,10,23,NULL,NULL,NULL,NULL,37131
18817128,1233135,23,28,NULL,NULL,NULL,NULL,37131
18817129,1233135,28,39,NULL,NULL,NULL,NULL,37131
18817130,1233135,39,45,NULL,NULL,NULL,NULL,37131
18817131,1233135,45,80,NULL,NULL,NULL,NULL,37131
18817132,1233135,80,84,NULL,NULL,NULL,NULL,37131
18817133,1233135,84,101,NULL,NULL,NULL,NULL,37131
18817134,1233134,0,58,NULL,NULL,NULL,NULL,37131
18817135,1233134,58,72,NULL,NULL,NULL,NULL,37131
18817136,1233134,72,82,NULL,NULL,NULL,NULL,37131
18817137,1233134,82,126,NULL,NULL,NULL,NULL,37131
18817138,1233133,0,20,NULL,NULL,NULL,NULL,37131
18817139,1233133,20,29,NULL,NULL,NULL,NULL,37131
18817140,1233133,29,31,NULL,NULL,NULL,NULL,37131
18817141,1233133,31,37,NULL,NULL,NULL,NULL,37131
18817142,1233133,37,63,NULL,NULL,NULL,NULL,37131
18817143,1233133,63,71,NULL,NULL,NULL,NULL,37131
18817144,1233133,71,85,NULL,NULL,NULL,NULL,37131
18817145,1233133,85,168,NULL,NULL,NULL,NULL,37131
18817158,1233130,0,12,NULL,NULL,NULL,NULL,37131
18817159,1233130,12,18,NULL,NULL,NULL,NULL,37131
18817160,1233130,18,20,NULL,NULL,NULL,NULL,37131
18817161,1233130,21,23,NULL,NULL,NULL,NULL,37131
18817162,1233130,23,42,NULL,NULL,NULL,NULL,37131
18817163,1233130,42,59,NULL,NULL,NULL,NULL,37131
18817164,1233130,59,96,NULL,NULL,NULL,NULL,37131
18817165,1233130,96,103,NULL,NULL,NULL,NULL,37131
18817166,1233130,103,115,NULL,NULL,NULL,NULL,37131
18817167,1233130,115,132,NULL,NULL,NULL,NULL,37131
18817168,1233130,132,162,NULL,NULL,NULL,NULL,37131
18817618,1233118,0,2,NULL,NULL,NULL,NULL,37131
18817619,1233118,2,3,NULL,NULL,NULL,NULL,37131
18817620,1233118,3,5,NULL,NULL,NULL,NULL,37131
18817621,1233118,5,13,NULL,NULL,NULL,NULL,37131
18817622,1233118,13,18,NULL,NULL,NULL,NULL,37131
18817623,1233118,18,41,NULL,NULL,NULL,NULL,37131
18817624,1233118,41,45,NULL,NULL,NULL,NULL,37131
18817625,1233118,45,55,NULL,NULL,NULL,NULL,37131
18817626,1233118,55,60,NULL,NULL,NULL,NULL,37131
18817627,1233118,60,77,NULL,NULL,NULL,NULL,37131
18817628,1233118,77,85,NULL,NULL,NULL,NULL,37131
18817629,1233118,85,101,NULL,NULL,NULL,NULL,37131
18817630,1233118,101,120,NULL,NULL,NULL,NULL,37131
18817631,1233117,0,13,NULL,NULL,NULL,NULL,37131
18817632,1233117,13,28,NULL,NULL,NULL,NULL,37131
18817633,1233117,28,64,NULL,NULL,NULL,NULL,37131
18817634,1233117,64,120,NULL,NULL,NULL,NULL,37131
18817635,1233116,0,5,NULL,NULL,NULL,NULL,37131
18817636,1233116,5,6,NULL,NULL,NULL,NULL,37131
18817637,1233116,6,9,NULL,NULL,NULL,NULL,37131
18817638,1233116,9,10,NULL,NULL,NULL,NULL,37131
18817639,1233116,10,27,NULL,NULL,NULL,NULL,37131
18817640,1233116,27,29,NULL,NULL,NULL,NULL,37131
18817641,1233116,29,37,NULL,NULL,NULL,NULL,37131
18817642,1233116,37,64,NULL,NULL,NULL,NULL,37131
18817643,1233116,64,100,NULL,NULL,NULL,NULL,37131
18817644,1233116,100,101,NULL,NULL,NULL,NULL,37131
18817645,1233116,101,104,NULL,NULL,NULL,NULL,37131
18817646,1233116,104,106,NULL,NULL,NULL,NULL,37131
18817647,1233116,106,144,NULL,NULL,NULL,NULL,37131
18817648,1233115,0,1,NULL,NULL,NULL,NULL,37131
18817649,1233115,1,4,NULL,NULL,NULL,NULL,37131
18817650,1233115,4,10,NULL,NULL,NULL,NULL,37131
18817651,1233115,10,11,NULL,NULL,NULL,NULL,37131
18817652,1233115,11,24,NULL,NULL,NULL,NULL,37131
18817653,1233115,24,40,NULL,NULL,NULL,NULL,37131
18817654,1233115,40,47,NULL,NULL,NULL,NULL,37131
18817655,1233115,47,48,NULL,NULL,NULL,NULL,37131
18817656,1233115,48,65,NULL,NULL,NULL,NULL,37131
18817657,1233115,65,66,NULL,NULL,NULL,NULL,37131
18817658,1233115,66,67,NULL,NULL,NULL,NULL,37131
18817659,1233115,67,68,NULL,NULL,NULL,NULL,37131
18817660,1233115,68,83,NULL,NULL,NULL,NULL,37131
18817661,1233115,83,101,NULL,NULL,NULL,NULL,37131
18817662,1233115,101,126,NULL,NULL,NULL,NULL,37131
18817663,1233115,126,135,NULL,NULL,NULL,NULL,37131
18817664,1233115,135,136,NULL,NULL,NULL,NULL,37131
18817665,1233115,136,142,NULL,NULL,NULL,NULL,37131
18817666,1233115,142,149,NULL,NULL,NULL,NULL,37131
18817667,1233115,149,150,NULL,NULL,NULL,NULL,37131
18817668,1233115,150,152,NULL,NULL,NULL,NULL,37131
18817669,1233115,152,162,NULL,NULL,NULL,NULL,37131
18817670,1233114,0,2,NULL,NULL,NULL,NULL,37131
18817671,1233114,2,17,NULL,NULL,NULL,NULL,37131
18817672,1233114,17,24,NULL,NULL,NULL,NULL,37131
18817673,1233114,24,28,NULL,NULL,NULL,NULL,37131
18817674,1233114,28,29,NULL,NULL,NULL,NULL,37131
18817675,1233114,29,32,NULL,NULL,NULL,NULL,37131
18817676,1233114,32,46,NULL,NULL,NULL,NULL,37131
18817677,1233114,46,48,NULL,NULL,NULL,NULL,37131
18817678,1233114,48,69,NULL,NULL,NULL,NULL,37131
18817679,1233114,69,70,NULL,NULL,NULL,NULL,37131
18817680,1233114,70,77,NULL,NULL,NULL,NULL,37131
18817681,1233114,77,102,NULL,NULL,NULL,NULL,37131
18817682,1233114,102,122,NULL,NULL,NULL,NULL,37131
18817683,1233114,122,165,NULL,NULL,NULL,NULL,37131
18817684,1233114,165,169,NULL,NULL,NULL,NULL,37131
18817685,1233114,169,186,NULL,NULL,NULL,NULL,37131
18817686,1233114,186,193,NULL,NULL,NULL,NULL,37131
18817687,1233114,193,197,NULL,NULL,NULL,NULL,37131
18817688,1233113,0,2,NULL,NULL,NULL,NULL,37131
18817689,1233113,2,5,NULL,NULL,NULL,NULL,37131
18817690,1233113,5,22,NULL,NULL,NULL,NULL,37131
18817691,1233113,22,36,NULL,NULL,NULL,NULL,37131
18817692,1233113,36,45,NULL,NULL,NULL,NULL,37131
18817693,1233113,45,48,NULL,NULL,NULL,NULL,37131
18817694,1233113,48,54,NULL,NULL,NULL,NULL,37131
18817695,1233113,54,55,NULL,NULL,NULL,NULL,37131
18817696,1233113,55,85,NULL,NULL,NULL,NULL,37131
18817697,1233113,85,88,NULL,NULL,NULL,NULL,37131
18817698,1233113,88,89,NULL,NULL,NULL,NULL,37131
18817699,1233113,89,94,NULL,NULL,NULL,NULL,37131
18817700,1233113,94,98,NULL,NULL,NULL,NULL,37131
18817701,1233113,98,106,NULL,NULL,NULL,NULL,37131
18817702,1233113,106,131,NULL,NULL,NULL,NULL,37131
18817703,1233113,131,170,NULL,NULL,NULL,NULL,37131
18817704,1233113,170,174,NULL,NULL,NULL,NULL,37131
18817705,1233113,174,178,NULL,NULL,NULL,NULL,37131
18817706,1233113,178,191,NULL,NULL,NULL,NULL,37131
18817707,1233113,191,221,NULL,NULL,NULL,NULL,37131
18817868,1233108,0,5,NULL,NULL,NULL,NULL,37131
18817869,1233108,5,7,NULL,NULL,NULL,NULL,37131
18817870,1233108,7,11,NULL,NULL,NULL,NULL,37131
18817871,1233108,11,21,NULL,NULL,NULL,NULL,37131
18817872,1233108,21,45,NULL,NULL,NULL,NULL,37131
18817873,1233108,45,52,NULL,NULL,NULL,NULL,37131
18817874,1233108,52,60,NULL,NULL,NULL,NULL,37131
18817875,1233108,60,81,NULL,NULL,NULL,NULL,37131
18817876,1233108,81,86,NULL,NULL,NULL,NULL,37131
18817877,1233108,86,88,NULL,NULL,NULL,NULL,37131
18817878,1233108,88,116,NULL,NULL,NULL,NULL,37131
18817879,1233108,116,150,NULL,NULL,NULL,NULL,37131
18817880,1233107,0,5,NULL,NULL,NULL,NULL,37131
18817881,1233107,5,8,NULL,NULL,NULL,NULL,37131
18817882,1233107,8,15,NULL,NULL,NULL,NULL,37131
18817883,1233107,15,18,NULL,NULL,NULL,NULL,37131
18817884,1233107,18,22,NULL,NULL,NULL,NULL,37131
18817885,1233107,22,30,NULL,NULL,NULL,NULL,37131
18817886,1233107,30,33,NULL,NULL,NULL,NULL,37131
18817887,1233107,33,46,NULL,NULL,NULL,NULL,37131
18817888,1233107,46,49,NULL,NULL,NULL,NULL,37131
18817889,1233107,49,51,NULL,NULL,NULL,NULL,37131
18817890,1233107,51,52,NULL,NULL,NULL,NULL,37131
18817891,1233107,52,59,NULL,NULL,NULL,NULL,37131
18817892,1233107,59,63,NULL,NULL,NULL,NULL,37131
18817893,1233107,63,65,NULL,NULL,NULL,NULL,37131
18817894,1233107,65,69,NULL,NULL,NULL,NULL,37131
18817895,1233107,69,71,NULL,NULL,NULL,NULL,37131
18817896,1233107,71,76,NULL,NULL,NULL,NULL,37131
18817897,1233107,76,78,NULL,NULL,NULL,NULL,37131
18817898,1233107,78,83,NULL,NULL,NULL,NULL,37131
18817899,1233107,83,85,NULL,NULL,NULL,NULL,37131
18817900,1233107,85,88,NULL,NULL,NULL,NULL,37131
18817901,1233107,88,96,NULL,NULL,NULL,NULL,37131
18817902,1233107,96,97,NULL,NULL,NULL,NULL,37131
18817903,1233107,97,118,NULL,NULL,NULL,NULL,37131
18817904,1233107,118,120,NULL,NULL,NULL,NULL,37131
18817905,1233107,120,142,NULL,NULL,NULL,NULL,37131
18817906,1233107,142,240,NULL,NULL,NULL,NULL,37131
18817907,1233106,0,4,NULL,NULL,NULL,NULL,37131
18817908,1233106,4,12,NULL,NULL,NULL,NULL,37131
18817909,1233106,12,21,NULL,NULL,NULL,NULL,37131
18817910,1233106,21,28,NULL,NULL,NULL,NULL,37131
18817911,1233106,28,32,NULL,NULL,NULL,NULL,37131
18817912,1233106,32,41,NULL,NULL,NULL,NULL,37131
18817913,1233106,41,43,NULL,NULL,NULL,NULL,37131
18817914,1233106,43,48,NULL,NULL,NULL,NULL,37131
18817915,1233106,48,58,NULL,NULL,NULL,NULL,37131
18817916,1233106,58,67,NULL,NULL,NULL,NULL,37131
18817917,1233106,67,77,NULL,NULL,NULL,NULL,37131
18817918,1233106,77,78,NULL,NULL,NULL,NULL,37131
18817919,1233106,78,87,NULL,NULL,NULL,NULL,37131
18817920,1233106,87,91,NULL,NULL,NULL,NULL,37131
18817921,1233106,91,96,NULL,NULL,NULL,NULL,37131
18817922,1233106,96,97,NULL,NULL,NULL,NULL,37131
18817923,1233106,97,100,NULL,NULL,NULL,NULL,37131
18817924,1233106,100,110,NULL,NULL,NULL,NULL,37131
18817925,1233106,110,123,NULL,NULL,NULL,NULL,37131
18817926,1233106,123,126,NULL,NULL,NULL,NULL,37131
18817927,1233106,126,135,NULL,NULL,NULL,NULL,37131
18817928,1233106,135,137,NULL,NULL,NULL,NULL,37131
18817929,1233106,137,140,NULL,NULL,NULL,NULL,37131
18817930,1233106,140,143,NULL,NULL,NULL,NULL,37131
18817931,1233106,143,162,NULL,NULL,NULL,NULL,37131
18817932,1233105,0,3,NULL,NULL,NULL,NULL,37131
18817933,1233105,3,9,NULL,NULL,NULL,NULL,37131
18817934,1233105,9,12,NULL,NULL,NULL,NULL,37131
18817935,1233105,12,17,NULL,NULL,NULL,NULL,37131
18817936,1233105,17,19,NULL,NULL,NULL,NULL,37131
18817937,1233105,19,24,NULL,NULL,NULL,NULL,37131
18817938,1233105,24,31,NULL,NULL,NULL,NULL,37131
18817939,1233105,31,57,NULL,NULL,NULL,NULL,37131
18817940,1233105,57,61,NULL,NULL,NULL,NULL,37131
18817941,1233105,61,66,NULL,NULL,NULL,NULL,37131
18817942,1233105,66,68,NULL,NULL,NULL,NULL,37131
18817943,1233105,68,73,NULL,NULL,NULL,NULL,37131
18817944,1233105,73,79,NULL,NULL,NULL,NULL,37131
18817945,1233105,79,86,NULL,NULL,NULL,NULL,37131
18817946,1233105,86,93,NULL,NULL,NULL,NULL,37131
18817947,1233105,93,98,NULL,NULL,NULL,NULL,37131
18817948,1233105,98,104,NULL,NULL,NULL,NULL,37131
18817949,1233105,104,107,NULL,NULL,NULL,NULL,37131
18817950,1233105,107,117,NULL,NULL,NULL,NULL,37131
18817951,1233105,117,120,NULL,NULL,NULL,NULL,37131
18817952,1233105,120,127,NULL,NULL,NULL,NULL,37131
18817953,1233105,127,130,NULL,NULL,NULL,NULL,37131
18817954,1233105,130,136,NULL,NULL,NULL,NULL,37131
18817955,1233105,136,139,NULL,NULL,NULL,NULL,37131
18817956,1233105,139,145,NULL,NULL,NULL,NULL,37131
18817957,1233105,145,153,NULL,NULL,NULL,NULL,37131
18817958,1233105,153,161,NULL,NULL,NULL,NULL,37131
18817959,1233105,161,163,NULL,NULL,NULL,NULL,37131
18817960,1233105,163,171,NULL,NULL,NULL,NULL,37131
18817961,1233105,171,173,NULL,NULL,NULL,NULL,37131
18817962,1233105,173,177,NULL,NULL,NULL,NULL,37131
18817963,1233105,177,179,NULL,NULL,NULL,NULL,37131
18817964,1233105,179,190,NULL,NULL,NULL,NULL,37131
18817965,1233105,190,192,NULL,NULL,NULL,NULL,37131
18817966,1233105,192,203,NULL,NULL,NULL,NULL,37131
18817967,1233105,203,236,NULL,NULL,NULL,NULL,37131
18817968,1233104,0,2,NULL,NULL,NULL,NULL,37131
18817969,1233104,2,3,NULL,NULL,NULL,NULL,37131
18817970,1233104,3,8,NULL,NULL,NULL,NULL,37131
18817971,1233104,8,12,NULL,NULL,NULL,NULL,37131
18817972,1233104,12,13,NULL,NULL,NULL,NULL,37131
18817973,1233104,13,18,NULL,NULL,NULL,NULL,37131
18817974,1233104,18,27,NULL,NULL,NULL,NULL,37131
18817975,1233104,27,29,NULL,NULL,NULL,NULL,37131
18817976,1233104,29,32,NULL,NULL,NULL,NULL,37131
18817977,1233104,32,34,NULL,NULL,NULL,NULL,37131
18817978,1233104,34,38,NULL,NULL,NULL,NULL,37131
18817979,1233104,38,42,NULL,NULL,NULL,NULL,37131
18817980,1233104,42,50,NULL,NULL,NULL,NULL,37131
18817981,1233104,50,59,NULL,NULL,NULL,NULL,37131
18817982,1233104,59,65,NULL,NULL,NULL,NULL,37131
18817983,1233104,65,66,NULL,NULL,NULL,NULL,37131
18817984,1233104,66,73,NULL,NULL,NULL,NULL,37131
18817985,1233104,73,74,NULL,NULL,NULL,NULL,37131
18817986,1233104,74,96,NULL,NULL,NULL,NULL,37131
18817987,1233104,96,119,NULL,NULL,NULL,NULL,37131
18817988,1233104,119,120,NULL,NULL,NULL,NULL,37131
18817989,1233104,120,132,NULL,NULL,NULL,NULL,37131
18817990,1233104,132,143,NULL,NULL,NULL,NULL,37131
18817991,1233104,143,144,NULL,NULL,NULL,NULL,37131
18818128,1233099,389.2,391.9,NULL,NULL,NULL,NULL,37131
18818129,1233099,391.9,400,NULL,NULL,NULL,NULL,37131
18818130,1233099,400,400.2,NULL,NULL,NULL,NULL,37131
18818131,1233099,400.2,402.3,NULL,NULL,NULL,NULL,37131
18818132,1233099,402.3,402.6,NULL,NULL,NULL,NULL,37131
18818133,1233099,402.6,411.5,NULL,NULL,NULL,NULL,37131
18818134,1233099,411.5,414.2,NULL,NULL,NULL,NULL,37131
18818135,1233099,414.2,415.1,NULL,NULL,NULL,NULL,37131
18818136,1233099,415.1,422.5,NULL,NULL,NULL,NULL,37131
18818137,1233099,422.5,431.9,NULL,NULL,NULL,NULL,37131
18818138,1233099,431.9,433.9,NULL,NULL,NULL,NULL,37131
18818139,1233099,433.9,438.9,NULL,NULL,NULL,NULL,37131
18818140,1233099,438.9,442.7,NULL,NULL,NULL,NULL,37131
18818141,1233099,442.7,444.4,NULL,NULL,NULL,NULL,37131
18818142,1233099,444.4,444.9,NULL,NULL,NULL,NULL,37131
18818143,1233099,444.9,449,NULL,NULL,NULL,NULL,37131
18818144,1233099,449,454.9,NULL,NULL,NULL,NULL,37131
18818145,1233099,454.9,473.2,NULL,NULL,NULL,NULL,37131
18818146,1233099,473.2,476.8,NULL,NULL,NULL,NULL,37131
18818147,1233099,476.8,499.8,NULL,NULL,NULL,NULL,37131
18818148,1233099,499.8,503.72,NULL,NULL,NULL,NULL,37131
18818149,1233099,503.72,504.43,NULL,NULL,NULL,NULL,37131
18818150,1233099,504.43,504.89,NULL,NULL,NULL,NULL,37131
18818151,1233099,504.89,507.5,NULL,NULL,NULL,NULL,37131
18818152,1233099,507.5,509,NULL,NULL,NULL,NULL,37131
18818153,1233099,509,512.9,NULL,NULL,NULL,NULL,37131
18818154,1233099,512.9,516.5,NULL,NULL,NULL,NULL,37131
18818155,1233099,516.5,519.9,NULL,NULL,NULL,NULL,37131
18818156,1233099,519.9,545.8,NULL,NULL,NULL,NULL,37131
18818157,1233099,545.8,549.5,NULL,NULL,NULL,NULL,37131
18818158,1233099,549.5,554.2,NULL,NULL,NULL,NULL,37131
18818159,1233099,554.2,558,NULL,NULL,NULL,NULL,37131
18818160,1233099,558,567.8,NULL,NULL,NULL,NULL,37131
18818161,1233099,567.8,579.9,NULL,NULL,NULL,NULL,37131
18818162,1233099,579.9,580.4,NULL,NULL,NULL,NULL,37131
18818163,1233099,580.4,587.2,NULL,NULL,NULL,NULL,37131
18818164,1233099,587.2,588.2,NULL,NULL,NULL,NULL,37131
18818165,1233099,588.2,600.5,NULL,NULL,NULL,NULL,37131
18818166,1233099,600.5,600.9,NULL,NULL,NULL,NULL,37131
18818167,1233099,600.9,601,NULL,NULL,NULL,NULL,37131
18818168,1233099,601,601.8,NULL,NULL,NULL,NULL,37131
18818169,1233099,601.8,614.4,NULL,NULL,NULL,NULL,37131
18818170,1233099,614.4,620.2,NULL,NULL,NULL,NULL,37131
18818171,1233098,0,5,NULL,NULL,NULL,NULL,37131
18818172,1233098,5,24,NULL,NULL,NULL,NULL,37131
18818173,1233098,24,32,NULL,NULL,NULL,NULL,37131
18818174,1233098,32,49,NULL,NULL,NULL,NULL,37131
18818175,1233098,49,76,NULL,NULL,NULL,NULL,37131
18818176,1233098,76,114,NULL,NULL,NULL,NULL,37131
18818177,1233098,114,118,NULL,NULL,NULL,NULL,37131
18818178,1233098,118,144,NULL,NULL,NULL,NULL,37131
18818179,1233098,144,147,NULL,NULL,NULL,NULL,37131
18818180,1233098,147,174,NULL,NULL,NULL,NULL,37131
18818181,1233098,174,175,NULL,NULL,NULL,NULL,37131
18818182,1233098,175,192,NULL,NULL,NULL,NULL,37131
18818183,1233098,192,194,NULL,NULL,NULL,NULL,37131
18818184,1233098,194,215,NULL,NULL,NULL,NULL,37131
18818185,1233098,215,218,NULL,NULL,NULL,NULL,37131
18818186,1233098,218,250,NULL,NULL,NULL,NULL,37131
18818187,1233098,250,251,NULL,NULL,NULL,NULL,37131
18818188,1233098,251,252,NULL,NULL,NULL,NULL,37131
18818189,1233098,252,253,NULL,NULL,NULL,NULL,37131
18818190,1233098,253,264,NULL,NULL,NULL,NULL,37131
18818191,1233098,264,265,NULL,NULL,NULL,NULL,37131
18818192,1233098,265,267,NULL,NULL,NULL,NULL,37131
18818193,1233098,267,286,NULL,NULL,NULL,NULL,37131
18818194,1233098,286,289,NULL,NULL,NULL,NULL,37131
18818195,1233098,289,293,NULL,NULL,NULL,NULL,37131
18818196,1233098,293,300,NULL,NULL,NULL,NULL,37131
18818197,1233098,300.9,332.65,NULL,NULL,NULL,NULL,37131
18818198,1233098,332.65,344.3,NULL,NULL,NULL,NULL,37131
18818199,1233098,344.3,344.96,NULL,NULL,NULL,NULL,37131
18818200,1233098,344.96,346.23,NULL,NULL,NULL,NULL,37131
18818201,1233098,346.23,347.36,NULL,NULL,NULL,NULL,37131
18818202,1233098,347.36,354.45,NULL,NULL,NULL,NULL,37131
18818203,1233098,354.45,355.36,NULL,NULL,NULL,NULL,37131
18818204,1233098,355.36,355.75,NULL,NULL,NULL,NULL,37131
18818205,1233098,355.75,359.26,NULL,NULL,NULL,NULL,37131
18818206,1233098,359.26,361.25,NULL,NULL,NULL,NULL,37131
18818207,1233098,361.25,361.95,NULL,NULL,NULL,NULL,37131
18818208,1233098,361.95,366.76,NULL,NULL,NULL,NULL,37131
18818209,1233098,366.76,368.08,NULL,NULL,NULL,NULL,37131
18818210,1233098,368.08,369.03,NULL,NULL,NULL,NULL,37131
18818211,1233098,369.03,370.04,NULL,NULL,NULL,NULL,37131
18818212,1233098,370.04,377.35,NULL,NULL,NULL,NULL,37131
18818213,1233098,377.35,378.09,NULL,NULL,NULL,NULL,37131
18818214,1233098,378.09,385.06,NULL,NULL,NULL,NULL,37131
18818215,1233098,385.06,402.78,NULL,NULL,NULL,NULL,37131
18818216,1233098,402.78,404.63,NULL,NULL,NULL,NULL,37131
18818217,1233098,404.63,412.96,NULL,NULL,NULL,NULL,37131
18818218,1233098,412.96,413.66,NULL,NULL,NULL,NULL,37131
18818219,1233098,413.66,417,NULL,NULL,NULL,NULL,37131
18818220,1233098,417,435.1,NULL,NULL,NULL,NULL,37131
18818221,1233098,435.1,435.77,NULL,NULL,NULL,NULL,37131
18818222,1233098,435.77,446.15,NULL,NULL,NULL,NULL,37131
18818223,1233098,446.15,468.35,NULL,NULL,NULL,NULL,37131
18818224,1233098,468.35,485.5,NULL,NULL,NULL,NULL,37131
18818225,1233098,485.5,493.93,NULL,NULL,NULL,NULL,37131
18818226,1233098,493.93,496.37,NULL,NULL,NULL,NULL,37131
18818227,1233098,496.37,497.45,NULL,NULL,NULL,NULL,37131
18818228,1233098,497.45,499.64,NULL,NULL,NULL,NULL,37131
18818229,1233098,499.64,500.2,NULL,NULL,NULL,NULL,37131
18818230,1233098,500.2,500.94,NULL,NULL,NULL,NULL,37131
