RL_AGD,rl
RL_AHD,rl
RL_AHD83,rl
RL_AMG,rl
RL_AMSL,rl
RL_assign,rl
RL_assigned,rl
RL_Assumed,rl
RL_AT_BOTTOM_OF_SAMPLED_HORIZON,rl
RL_AT_TOP_OF_SAMPLED_HORIZON,rl
RL_BaseWS,rl
RL_BEST,rl
RL_BEST_METHOD,rl
RL_Calc,rl
RL_Correction,rl
RL_DECLUM,rl
RL_DT_SRC,rl
RL_DTM,rl
RL_est(m),rl
RL_EXPL,rl
RL_ft,rl
RL_GlobalDEM,rl
RL_GPS,rl
RL_HOLE,rl
RL_Loc,rl
RL_Local,rl
RL_M,rl
RL_MGA94,rl
RL_MGA94z51,rl
RL_Mine,rl
RL_MTC,rl
RL_nat,rl
RL_nom,rl
RL_Nominal,rl
RL_ORIG,rl
RL_Original,rl
RL_PEM,rl
RL_Regiona,rl
RL_Regional,rl
RL_Regnl,rl
RL_SRTM,rl
RL_SRTM90,rl
RL_SURV,rl
rl_survey,rl
RL_SURVEY_,rl
RL_SV,rl
RL_WAG,rl
RL_WGS,rl
RL-DTM,rl
RLLG,rl
rlloc,rl
RLLocal,rl
RLMGA,rl
RLOrig,rl
RL-RTK,rl
RLUTM,rl
Seabed RL,rl
SELECTED,rl
SRTM_RL,rl
Surface_RL,rl
surv RL,rl
Surv_RL,rl
Survey_RL,rl
Surveyed RL,rl
Surveyed_RL,rl
SurveyedRL,rl
SurvRL,rl
UTM_RL,rl
UTMElev,rl
UTMmRL,rl
UTMRL,rl
WGS84_WORLD_LL_Calc_Z,rl
Wil10_RL,rl
Work_RL,rl
Working_RL,rl
WorkingRL,rl
WorkRL,rl
WWRL,rl
z RL,rl
Z_(RL),rl
ZCOLLAR_RL,rl
ZMINE_RL,rl
zRL,rl
Plot_RL,rl
R.L,rl
AMG48_RL,rl
Precollar_RL,rl
RL_REGIONAL,rl
LOCAL_RL,rl
Elev,rl
REF_RL,rl
ELV,rl
Start_depth,rl
AMG_RL,rl
rl,rl
R.L.,rl
REG_RL,rl
Nat_RL,rl
LOCAL_RL,rl
RL_LOCAL,rl
RL_REGIONAL,rl
PROJECT_RL,rl
elvation,rl
elevation,rl
RL(assumed),rl
RL_SURVEY,rl
SUR DEPTH,rl
RL_Method,rl
Depth_Start_m,rl
ELEVATION,rl
Local_RL,rl
attributecolumn,cet_attributecolumn
TD,maxdepth
Max_Depth,maxdepth
TD,maxdepth
TDEPTH,maxdepth
Tot_Depth,maxdepth
Total Hole Depth,maxdepth
Total_depth,maxdepth
Total depth,maxdepth
DEPTH,maxdepth
TOT_DEPTH,maxdepth
"Final
Depth(m)",maxdepth
"Hole
Depth",maxdepth
"Max Depth
 metres",maxdepth
"Max Depth
",maxdepth
AC Depth,maxdepth
Actual Depth,maxdepth
Auger_DEPTH,maxdepth
BHID1 Max_Depth,maxdepth
core_depth,maxdepth
DD Depth HQ,maxdepth
DD Depth NQ,maxdepth
DD_Depth,maxdepth
DDDepth,maxdepth
DDH_Depth,maxdepth
Depth,maxdepth
DEPTH     N  7  2,maxdepth
DEPTH   7,maxdepth
Depth   m,maxdepth
DEPTH  (m),maxdepth
Depth (EOH),maxdepth
DEPTH (M),maxdepth
Depth (metres),maxdepth
DEPTH _(m),maxdepth
Depth _RC,maxdepth
Depth Diam,maxdepth
Depth Drilled,maxdepth
Depth from_m,maxdepth
Depth m,maxdepth
Depth to_m,maxdepth
Depth(m),maxdepth
Depth_D,maxdepth
Depth_DD,maxdepth
Depth_Diam,maxdepth
Depth_diamond,maxdepth
DEPTH_FT,maxdepth
DEPTH_m,maxdepth
depth_o,maxdepth
Depth_RC,maxdepth
Depth_total,maxdepth
DHDEPTH,maxdepth
Diamond Drill depth,maxdepth
Diamond Tail NQ Depth,maxdepth
DIAMOND_TAIL_DEPTH,maxdepth
DOWN HOLE DEPTH in metres,maxdepth
Drill Depth,maxdepth
Drill_Depth,maxdepth
Drilled_Depth,maxdepth
End of hole depth,maxdepth
END_DEPTH,maxdepth
End_of_Hole_depth,maxdepth
EndDepth,maxdepth
EndOfHoleDepth,maxdepth
EOH Depth,maxdepth
EOH Depth (Metres),maxdepth
EOH_Depth,maxdepth
EOHDepth,maxdepth
F/Depth,maxdepth
F/Depth(m),maxdepth
F_Depth,maxdepth
Fdepth,maxdepth
FIN_DEPTH,maxdepth
Final  Depth,maxdepth
Final Depth,maxdepth
Final Depth (m),maxdepth
FINAL_DEPTH,maxdepth
FinalDepth,maxdepth
Finl_Depth,maxdepth
HDEPTH,maxdepth
Hole depth,maxdepth
Hole Depth (m),maxdepth
Hole_ Depth,maxdepth
Hole_Depth,maxdepth
HOLE_DIPPING_DEPTH,maxdepth
HoleDepth,maxdepth
HQ Depth,maxdepth
ï¿½ï¿½Depthï¿½,maxdepth
MAX DEPTH,maxdepth
max_depth,maxdepth
max_depth (m),maxdepth
Max_Depth m,maxdepth
max_depth N,maxdepth
max_depth(m),maxdepth
MaxDepth,maxdepth
Maximum Depth,maxdepth
Maximum_depth,maxdepth
Min_End_Depth,maxdepth
Mud Drill Depth,maxdepth
RC Depth,maxdepth
RC_DEPTH,maxdepth
RCDepth,maxdepth
TOT DEPTH,maxdepth
TOT_DEPTH,maxdepth
TOT_DEPTH_M,maxdepth
Total  Depth,maxdepth
Total Depth,maxdepth
Total Depth (m),maxdepth
Total Depth Drilled m,maxdepth
Total Depth M,maxdepth
Total Depth(m),maxdepth
Total Hole Depth,maxdepth
Total_ depth,maxdepth
Total_depth,maxdepth
Total_Depth (m),maxdepth
Total_depth_m,maxdepth
TotalDepth,maxdepth
TotalDepth_m,maxdepth
TOTDEPTH,maxdepth
depth,maxdepth
Total_Depth,maxdepth
Max_Depth,maxdepth
Max_depth,maxdepth
Max Depth,maxdepth
PC Depth,maxdepth
Final_Depth,maxdepth
Depth (m),maxdepth
DEPTH,maxdepth
Precollar_Depth,maxdepth
TOTAL_DEPTH,maxdepth
FINAL_Depth,maxdepth
TDepth,maxdepth
Hole_depth,maxdepth
Maxdepth,maxdepth
Tdepth,maxdepth
TDEPTH,maxdepth
Maxdepth,maxdepth
Depth pre_collar,maxdepth
T_depth,maxdepth
Depth,maxdepth
toatl_depth,maxdepth
DEPTH M,maxdepth
PreCollar_Depth,maxdepth
Hole_depth,maxdepth
MAX_DEPTH,maxdepth
total_depth,maxdepth
TOTAL DEPTH,maxdepth
Maxdepth,maxdepth
TOTAL DEPTH,maxdepth
Final_dpth,maxdepth
T_depth,maxdepth
t_depth,maxdepth
End_depth,maxdepth
EOH_DEPTH,maxdepth
EOH DEPTH,maxdepth
SURVEY DEPTH,maxdepth
SURVEY_DEPTH,maxdepth
Survey Depth,maxdepth
Sur_Depth,maxdepth
EOH_depth,maxdepth
Precollar Depth,maxdepth
depth,maxdepth
